Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Ken Fisher",5.5,"United States","money management",502,70,"Camas, Washington","United States",Married,3,"Bachelor of Arts/Science, Humboldt State University",1
"Ivan Glasenberg",5.5,Switzerland,mining,502,64,"Ruschlikon, Switzerland",Switzerland,Married,2,"Master of Business Administration, Marshall School of Business; Bachelor of Arts/Science, University of Witwatersrand",1
"Karel Komarek",5.5,Czechia,"oil and gas, IT, lotteries",502,52,"Verbier, Switzerland",Czechia,Married,4,"Diploma, Hahnemann Medical College",1
"Mu Rongjun",5.5,China,e-commerce,502,41,"Beijing, China",China,NULL,NULL,"Bachelor of Engineering, Tsinghua University; Master, Tsinghua University",1
"J. Christopher Reyes",5.5,"United States","food distribution",502,67,"Hobe Sound, Florida","United States",Married,4,"Bachelor of Arts/Science, University of Maryland",1
"Jude Reyes",5.5,"United States","food distribution",502,65,"Palm Beach, Florida","United States",Married,3,"Bachelor of Arts/Science, Wofford College",1
"An Kang",5.4,China,pharmaceutical,520,72,"Xinxiang, China",China,Married,NULL,"Bachelor of Arts/Science, Henan Normal University",1
"Henry Nicholas, III.",5.4,"United States",semiconductors,520,61,"Newport Coast, California","United States",Divorced,3,"Bachelor of Arts/Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles",1
"Terrence Pegula",5.4,"United States","natural gas",520,70,"Boca Raton, Florida","United States",Married,5,"Bachelor of Science in Engineering, Pennsylvania State University",1
"Pyotr Aven",5.3,Russia,"oil, banking, telecom",529,66,"Moscow, Russia",Russia,Married,3,"Ph.D, Moscow State University",1
"Kapil & Rahul Bhatia",5.3,India,airlines,529,NULL,"Delhi, India",India,NULL,NULL,"Bachelor of Science in Engineering, University of Waterloo",1
"Barry Lam",5.3,Taiwan,electronics,529,72,"Taipei, Taiwan",Taiwan,Married,2,"Bachelor of Arts/Science, National Taiwan University",1
"Shen Guojun",5.3,China,retail,529,58,"Beijing, China",China,Married,NULL,"Master of Arts, Zhongnan University of Economics and Law",1
"Sam Zell",5.3,"United States","real estate, private equity",529,79,"Chicago, Illinois","United States",Married,3,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan",1
"John Brown",5.2,"United States","medical equipment",539,86,"Atlanta, Georgia","United States",Married,2,"Bachelor of Science in Engineering, Auburn University",1
"Joe Mansueto",5.2,"United States","investment research",539,64,"Chicago, Illinois","United States",Married,3,"Bachelor of Arts/Science, University of Chicago",1
"Neil Shen",5.2,China,"venture capital",539,53,"Hong Kong, China",China,Married,NULL,"Bachelor of Arts/Science, Shanghai Jiaotong University; Master of Arts, Yale University",1
"David Velez",5.2,Colombia,fintech,539,39,"Sao Paulo, Brazil",Colombia,Married,NULL,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, Stanford University",1
"Pierre Chen",5.1,Taiwan,electronics,550,64,"Taipei, Taiwan",Taiwan,Divorced,3,"Bachelor of Arts/Science, National Cheng Kung University",1
"Reed Hastings",5.1,"United States","online media",550,60,"Santa Cruz, California","United States",Married,2,"Bachelor of Arts/Science, Bowdoin College; Master of Science, Stanford University",1
"Bernard Broermann",5,Germany,hospitals,561,77,"Koenigstein, Germany",Germany,Married,3,"Master of Business Administration, Harvard University",1
"Jason Chang",5,Singapore,electronics,561,77,"Taipei, Taiwan",Singapore,Married,3,"Bachelor of Arts/Science, National Taiwan University",1
"Joshua Harris",5,"United States","private equity",561,56,"New York, New York","United States",Married,5,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1
"Lin Xiucheng & family",5,China,electronics,561,65,"Xiamen, China",China,Married,4,"Bachelor of Arts/Science, Xiamen University",1
"Walter Scott, Jr. & family",5,"United States","utilities, telecom",561,89,"Omaha, Nebraska","United States",Widowed,6,"Bachelor of Arts/Science, Colorado State University",1
"Charles Simonyi",5,"United States",software,561,72,"Medina, Washington","United States",Married,2,"Doctorate, Stanford University; Bachelor of Arts/Science, University of California, Berkeley",1
"Kate Wang",5,China,e-cigarettes,561,39,"Beijing, China",China,NULL,NULL,"Master of Business Administration, Columbia Business School; Bachelor of Science, Xi'an Jiaotong University",1
"Stephen Bisciotti",4.9,"United States","staffing, Baltimore Ravens",574,61,"Millersville, Maryland","United States",Married,2,"Bachelor of Arts/Science, Salisbury State University",1
"Lin Li",4.9,China,investments,574,58,"Shenzhen, China",China,Married,1,"Chinese Academy of Social Sciences; Bachelor of Arts/Science, Hubei University of Technology",1
"Mark Scheinberg",4.9,Canada,"online gambling",574,47,"Isle of Man, United Kingdom",Canada,Single,NULL,"Drop Out, Fanshawe College",1
"Howard Schultz",4.9,"United States",Starbucks,574,67,"Seattle, Washington","United States",Married,2,"Bachelor of Arts/Science, Northern Michigan University",1
"Yasumitsu Shigeta",4.9,Japan,"mobile phone retailer",574,56,"Tokyo, Japan",Japan,Married,3,"Drop Out, Nihon University",1
"Thomas Siebel",4.9,"United States","business software",574,68,"Woodside, California","United States",Married,4,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign; Master of Business Administration, University of Illinois, Urbana-Champaign; Master of Science, University of Illinois, Urbana-Champaign",1
"Peter Thiel",4.9,"United States","social network",574,53,"Los Angeles, California","United States",Single,NULL,"Bachelor of Arts/Science, Stanford University; Doctor of Jurisprudence, Stanford University",1
"Chip Wilson",4.9,Canada,"sports apparel",574,64,"Vancouver, Canada",Canada,Married,5,"Bachelor of Arts/Science, University of Calgary",1
"Richard Branson",4.8,"United Kingdom",airlines,589,70,"Necker Island, British Virgin Islands","United Kingdom",Married,2,"Drop Out, High School",1
"Huang Yi",4.8,"Hong Kong","car dealerships",589,59,"Beijing, China","Hong Kong",Married,NULL,"Bachelor of Arts/Science, Xiamen University",1
"Ted Lerner & family",4.8,"United States","real estate",589,95,"Chevy Chase, Maryland","United States",Married,3,"Associate in Arts/Science, George Washington University; LLB, George Washington University",1
"Lin Shu-hong",4.8,Taiwan,petrochemicals,589,92,"Taipei, Taiwan",Taiwan,Married,4,"National Taipei University of Technology",1
"Yuri Milner",4.8,Israel,"tech investments",589,59,"Los Altos, California",Israel,Married,3,"Bachelor of Arts/Science, Moscow State University; Drop Out, University of Pennsylvania, The Wharton School",1
"Chairul Tanjung",4.8,Indonesia,diversified,589,58,"Jakarta, Indonesia",Indonesia,Married,2,"Medical Doctor, University of Indonesia",1
"Alan Trefler",4.8,"United States",software,589,65,"Brookline, Massachusetts","United States",Married,NULL,"Associate in Arts/Science, Dartmouth College",1
"Radovan Vitek",4.8,Czechia,"real estate",589,50,"Crans Montana, Switzerland",Czechia,Married,4,"Law Degree, University of West Bohemia",1
"Frank Wang",4.8,China,drones,589,40,"Shenzhen, China",China,Married,NULL,"Bachelor of Arts/Science, Hong Kong University of Science and Technology; Master of Science, Hong Kong University of Science and Technology",1
"Wang Zhendong",4.8,China,education,589,44,"Beijing, China",China,NULL,NULL,"Bachelor of Arts/Science, Peking University",1
"Nathan Kirsh",4.7,"Eswatini (Swaziland)","retail, real estate",608,89,"Ezulwini, Eswatini (Swaziland)","Eswatini (Swaziland)",Married,3,"Bachelor of Arts/Science, University of Witwatersrand",1
"Ken Langone",4.7,"United States",investments,608,85,"Sands Point, New York","United States",Married,3,"Bachelor of Arts/Science, Bucknell University; Master of Business Administration, Leonard N. Stern School of Business",1
"Michael Pieper",4.7,Switzerland,"kitchen appliances",608,75,"Lucerne, Switzerland",Switzerland,Married,2,"Master of Business Administration, St Gallen University",1
"Richard Schulze",4.7,"United States","Best Buy",608,80,"Bonita Springs, Florida","United States","Widowed, Remarried",10,"Diploma, High School",1
"Oleg Tinkov",4.7,Russia,banking,608,53,"Moscow, Russia",Russia,Married,3,"Diploma, University of California, Berkeley",1
"Mark Walter",4.7,"United States",finance,608,60,"Chicago, Illinois","United States",Married,1,"Bachelor of Arts/Science, Creighton University; Doctor of Jurisprudence, Northwestern University",1
"Patrizio Bertelli",4.6,Italy,"luxury goods",622,75,"Milan, Italy",Italy,Married,2,"Master of Business Administration, University of Florence",1
"Bert Beveridge",4.6,"United States",vodka,622,59,"Austin, Texas","United States",Married,3,"Bachelor of Arts/Science, University of Texas at Austin",1
"Chen Lip Keong",4.6,Malaysia,"casinos, property, energy",622,73,"Phnom Penh, Cambodia",Malaysia,Married,3,"Medical Doctor, University of Malaya",1
"Dong Fan",4.6,China,"medical devices",622,NULL,"Zhuhai, China",China,NULL,NULL,"Bachelor of Arts/Science, Shanghai University of Finance and Economics; Master of Business Administration, Sun Yat-sen University",1
"Tilman Fertitta",4.6,"United States","Houston Rockets, entertainment",622,63,"Houston, Texas","United States",Married,4,"Drop Out, Texas Tech University; Drop Out, University of Houston",1
"Peter Gassner",4.6,"United States",software,622,56,"Pleasanton, California","United States",Married,2,"Bachelor of Science, Oregon State University",1
"Denis O'Brien",4.6,Ireland,telecom,622,63,"Dublin, Ireland",Ireland,Married,4,"Master of Business Administration, Carroll School of Management",1
"Ron Baron",4.5,"United States","money management",638,77,"New York, New York","United States",Married,2,"Bachelor of Arts/Science, Bucknell University",1
"Andre Esteves",4.5,Brazil,banking,638,52,"Sao paulo, Brazil",Brazil,Married,3,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",1
"Jonathan Gray",4.5,"United States",investments,638,51,"New York, New York","United States",Married,NULL,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1
"Hu Baifan",4.5,China,pharmaceutical,638,58,"Shaoxing, China",China,NULL,NULL,"Bachelor of Arts/Science, Shaoxing University; Master of Business Administration, Zhejiang University",1
"Viatcheslav Kantor",4.5,Russia,"fertilizer, real estate",638,67,"London, United Kingdom",Russia,Married,5,"Ph.D, Moscow Aviation University",1
"Min Kao & family",4.5,"United States","navigation equipment",638,72,"Leawood, Kansas","United States",Married,2,"Bachelor of Arts/Science, National Taiwan University; Doctorate, University of Tennessee Knoxville; Master of Science, University of Tennessee Knoxville",1
"Rudolf Maag",4.5,Switzerland,"medical devices",638,75,"Binningen, Switzerland",Switzerland,Married,2,"Master of Business Administration, INSEAD",1
"Sami Mnaymneh",4.5,"United States","private equity",638,59,"Miami Beach, Florida","United States",NULL,NULL,"Bachelor of Arts/Economics, Columbia University; Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard University",1
"Igor Olenicoff",4.5,"United States","real estate",638,78,"Lighthouse Point, Florida","United States",Married,2,"Bachelor of Arts/Science, University of Southern California; Master of Business Administration, University of Southern California; Master of Science, University of Southern California",1
"Sergei Popov",4.5,Russia,banking,638,49,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Ural State Technical University",1
"Julian Robertson, Jr.",4.5,"United States","hedge funds",638,88,"Locust Valley, New York","United States",Widowed,3,"Bachelor of Arts/Science, University of North Carolina",1
"Zhu Baoguo & family",4.5,China,pharmaceutical,638,59,"Shenzhen, China",China,Married,NULL,"Bachelor of Arts/Science, Henan Normal University",1
"Orlando Bravo",4.4,"United States","private equity",655,50,"Miami Beach, Florida","United States",Married,3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",1
"Garrett Camp",4.4,Canada,Uber,655,42,"San Francisco, California",Canada,"In Relationship",NULL,"Master of Science, University of Calgary",1
"Mark Cuban",4.4,"United States","online media",655,62,"Dallas, Texas","United States",Married,3,"Bachelor of Arts/Science, Indiana University",1
"Michael Minhong Yu",4.4,China,education,655,59,"Beijing, China",China,Married,2,"Bachelor of Arts/Science, Peking University",1
"St̩phane Bancel",4.3,France,biotech,665,48,"Boston, Massachusetts",France,NULL,NULL,"Master of Science in Engineering, Ecole Centrale Paris; Master of Business Administration, Harvard University; Master of Science in Engineering, University of Minnesota",1
"Rakesh Jhunjhunwala",4.3,India,investments,665,60,"Mumbai, India",India,Married,3,"B.Com, Bombay University; Chartered Accountant, The Institute of Chartered Accountants of India",1
"Eric Lefkofsky",4.3,"United States",Groupon,665,51,"Glencoe, Illinois","United States",Married,3,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan",1
"Antony Ressler",4.3,"United States",finance,665,59,"Los Angeles, California","United States",Married,3,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Georgetown University",1
"Paul Singer",4.3,"United States","hedge funds",665,76,"New York, New York","United States","In Relationship",NULL,"Doctor of Jurisprudence, Harvard University; Bachelor of Arts/Science, University of Rochester",1
"Steven Udvar-Hazy",4.3,"United States","aircraft leasing",665,75,"Beverly Hills, California","United States",Married,4,"Bachelor of Arts/Science, University of California, Los Angeles",1
"Takao Yasuda",4.3,Japan,retail,665,72,"Singapore, Singapore",Japan,Married,1,"Bachelor of Arts/Science, Keio University",1
"Ye Chenghai & family",4.3,"Hong Kong",pharmaceutical,665,77,"Hong Kong, Hong Kong","Hong Kong",Married,2,"Bachelor of Arts/Science, Renmin University of China",1
"Rick Caruso",4.2,"United States","real estate",680,62,"Los Angeles, California","United States",Married,4,"Doctor of Jurisprudence, Pepperdine University; Bachelor of Arts/Science, University of Southern California",1
"Scott Cook",4.2,"United States",software,680,68,"Woodside, California","United States",Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Southern California",1
"Barry Diller",4.2,"United States","online media",680,79,"New York, New York","United States",Married,NULL,"Drop Out, University of California, Los Angeles",1
"Fu Liquan & family",4.2,China,"surveillance equipment",680,53,"Hangzhou, China",China,Married,1,"Bachelor of Arts/Science, Zhejiang Shuren University; EMBA, Zhejiang University",1
"Tom Golisano",4.2,"United States","payroll services",680,79,"Naples, Florida","United States",Married,2,"Associate in Arts/Science, SUNY Tech Alfred",1
"Martin Lau",4.2,"Hong Kong",e-commerce,680,48,"Hong Kong, Hong Kong","Hong Kong",NULL,NULL,"Master of Business Administration, Kellogg School of Management; Master of Science in Engineering, Stanford University; Bachelor of Science in Engineering, University of Michigan",1
"Li Li",4.2,China,healthcare,680,57,"Shenzhen, China",China,Married,NULL,"Bachelor of Arts/Science, Sichuan University",1
"Ken Xie",4.2,"United States",cybersecurity,680,58,"Los Altos Hills, California","United States",Married,NULL,"Master of Science, Stanford University; Bachelor of Science, Tsinghua University; Master of Science, Tsinghua University",1
"Xue Hua",4.2,China,agribusiness,680,NULL,"Guangzhou, China",China,NULL,NULL,"Bachelor of Arts/Science, Huazhong Agricultural University",1
"Steven Meng Yang & family",4.2,China,electronics,680,39,"Changsha, China",China,Married,NULL,"Bachelor of Arts/Science, Peking University; Masters of Science in Technology, The University of Texas, Austin",1
"David Bonderman",4.1,"United States","private equity",705,78,"Fort Worth, Texas","United States",Married,5,"Doctor of Jurisprudence, Harvard University; Bachelor of Arts/Science, University of Washington",1
"Matthew Calkins",4.1,"United States",software,705,48,"Rosslyn, Virginia","United States",Divorced,2,"Bachelor of Arts/Economics, Dartmouth College",1
"Daniel Kretinsky",4.1,Czechia,"energy, investments",705,45,"Prague, Czechia",Czechia,"In Relationship",1,"Law Degree, Masaryk University",1
"John Morris",4.1,"United States","sporting goods retail",705,73,"Springfield, Missouri","United States",Married,4,"Bachelor of Arts/Science, Drury University",1
"Gabe Newell",4.1,"United States",videogames,705,58,"Seattle, Washington","United States",Divorced,2,"Drop Out, Harvard University",1
"Du Jiangtao & family",4,China,chemicals,727,51,"Beijing, China",China,Married,NULL,"Master of Arts, Beijing Institute of Technology",1
"Igor Kesaev",4,Russia,"tobacco distribution, retail",727,54,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of International Relations",1
"Koon Poh Keong",4,Malaysia,aluminum,727,60,"Petaling Jaya, Malaysia",Malaysia,Married,NULL,"Bachelor of Engineering, University of Oklahoma",1
"Paul Xiaoming Lee & family",4,"United States",packaging,727,63,"Yuxi, China","United States",Married,NULL,"Master of Science, University of Massachusetts",1
"Kiran Mazumdar-Shaw",4,India,biopharmaceutical,727,68,"Bangalore, India",India,Married,NULL,"Bachelor of Arts/Science, Bangalore University; Master of Science, Melbourne University",1
"Masahiro Noda",4,Japan,software,727,82,"Tokyo, Japan",Japan,Married,NULL,"Bachelor of Arts/Economics, Kansai University",1
"Trevor Rees-Jones",4,"United States","oil & gas",727,69,"Dallas, Texas","United States",Married,2,"Bachelor of Arts/Science, Dartmouth College; Doctor of Jurisprudence, Southern Methodist University",1
"Ira Rennert",4,"United States",investments,727,86,"New York, New York","United States",Married,3,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",1
"Marc Rowan",4,"United States","private equity",727,58,"New York, New York","United States",Married,NULL,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",1
"Ye Xiaoping",4,China,pharmaceutical,727,58,"Hangzhou, China",China,NULL,NULL,"Ph.D, Oxford University",1
"Zhou Hongyi",4,China,"security software",727,50,"Beijing, China",China,Married,NULL,"Master of Science, Xi'an Jiaotong University",1
"Du Weimin",3.9,China,vaccines,752,57,"Shenzhen, China",China,Married,NULL,"Master of Business Administration, Jinan University",1
"Rakesh Gangwal",3.9,"United States",airline,752,67,"Miami, Florida","United States",Married,1,"Bachelor of Science in Engineering, Indian Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School",1
"Jeff Greene",3.9,"United States","real estate, investments",752,66,"Palm Beach, Florida","United States",Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Johns Hopkins University",1
"Johnelle Hunt",3.9,"United States",trucking,752,89,"Fayetteville, Arkansas","United States",Widowed,2,"Drop Out, University of Central Arkansas",1
"Jin Baofang",3.9,China,"solar energy",752,68,"Xingtai, China",China,Married,NULL,"Associate in Arts/Science, Hebei Broadcast and Television University",1
"Stephen Mandel, Jr.",3.9,"United States","hedge funds",752,65,"Greenwich, Connecticut","United States",Married,3,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Harvard University; Diploma, Phillips Academy Exeter",1
"Gilles Martin",3.9,France,"laboratory services",752,57,"Nantes, France",France,Married,NULL,"Bachelor of Arts/Science, Ecole centrale de Paris; Master, Syracuse University; Ph.D, Syracuse University",1
"Masahiro Miki",3.9,Japan,shoes,752,65,"Tokyo, Japan",Japan,Married,NULL,"Bachelor of Arts/Science, Toho Gakuen tanki University",1
"Ben Silbermann",3.9,"United States","social network",752,38,"San Francisco, California","United States",Married,2,"Bachelor of Arts/Science, Yale University",1
"Yi Zheng",3.9,China,software,752,50,"Hangzhou, China",China,NULL,NULL,"Bachelor of Arts/Science, Zhejiang University",1
"Daniel D'Aniello",3.8,"United States","private equity",775,74,"Vienna, Virginia","United States",Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University",1
"Oleg Deripaska",3.8,Russia,"aluminum, utilities",775,53,"Moscow, Russia",Russia,Divorced,2,"Bachelor of Arts/Science, Moscow State University",1
"Sergey Dmitriev",3.8,Russia,"computer software",775,55,"Prague, Czechia",Russia,NULL,NULL,"Master of Science, Saint Petersburg State University",1
"Feng Hailiang",3.8,China,"copper, education",775,60,"Zhuji, China",China,Married,2,"Master of Business Administration, Zhejiang University",1
"Gao Dekang & family",3.8,China,apparel,775,69,"Changshu, China",China,Married,3,"EMBA, Phoenix International University",1
"Sergei Gordeev",3.8,Russia,"real estate",775,48,"Moscow, Russia",Russia,Single,NULL,"Bachelor of Arts/Science, Togliatti Academy of Management",1
"Amos Hostetter, Jr.",3.8,"United States","cable television",775,84,"Boston, Massachusetts","United States",Married,3,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",1
"Qiu Jianping & family",3.8,China,"hand tools",775,59,"Hangzhou, China",China,Married,NULL,"Master of Science, Xi'an Jiaotong University",1
"Donald Sterling",3.8,"United States","real estate",775,87,"Beverly Hills, California","United States",Married,3,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",1
"Don Vultaggio & family",3.8,"United States",beverages,775,69,"Port Washington, New York","United States",Married,2,"High School Graduate, High School",1
"Zhang Jin",3.8,China,commodities,775,49,"Guangzhou, China",China,NULL,NULL,"Master of Arts, Hong Kong Polytechnic University; EMBA, Peking University",1
"Marian Ilitch",3.7,"United States","Little Caesars",807,88,"Bingham Farms, Michigan","United States",Widowed,7,"Diploma, High School; High School Graduate, High School",1
"Kong Jian Min",3.7,China,"real estate",807,53,"Guangzhou, China",China,NULL,NULL,"Bachelor of Arts/Science, Jinan University",1
"Li Yongxin & family",3.7,China,education,807,45,"Beijing, China",China,Married,NULL,"Bachelor of Arts/Science, Peking University",1
"Michael Milken",3.7,"United States",investments,807,74,"Los Angeles, California","United States",Married,3,"Bachelor of Arts/Science, University of California, Berkeley; Master of Business Administration, University of Pennsylvania, The Wharton School",1
"Ronald Perelman",3.7,"United States","leveraged buyouts",807,78,"New York, New York","United States",Married,8,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",1
"J. Joe Ricketts & family",3.7,"United States","electronic trading",807,79,"Little Jackson Hole, Wyoming","United States",Married,4,"Bachelor of Arts/Science, Creighton University",1
"Jeff Rothschild",3.7,"United States","social network",807,66,"Palo Alto, California","United States",Married,3,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",1
"David Rubenstein",3.7,"United States","private equity",807,71,"Bethesda, Maryland","United States",Divorced,3,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago",1
"Steven Spielberg",3.7,"United States",movies,807,74,"Pacific Palisades, California","United States",Married,7,"Bachelor of Arts/Science, California State Long Beach",1
"Barry Sternlicht",3.7,"United States","private equity",807,60,"Miami, Florida","United States",Married,3,"Bachelor of Arts/Science, Brown University",1
"Mark Stevens",3.7,"United States","venture capital",807,61,"Steamboat Springs, Colorado","United States",Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California",1
"David Steward",3.7,"United States","IT provider",807,69,"St. Louis, Missouri","United States",Married,NULL,"Bachelor of Arts/Science, Central Missouri State University",1
"Vincent Viola",3.7,"United States","electronic trading",807,65,"New York, New York","United States",Married,3,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy",1
"Wang Roger",3.7,"United States",retail,807,72,"Nanjing, China","United States",Married,2,"Bachelor of Arts/Science, Chinese Culture University; Master of Business Administration, Southeastern Louisiana University",1
"Russ Weiner",3.7,"United States","energy drinks",807,51,"Delray Beach, Florida","United States",Single,NULL,"Bachelor of Arts/Science, San Diego State University",1
"Herbert Wertheim",3.7,"United States",investments,807,81,"Coral Gables, Florida","United States",Married,NULL,"Associate in Arts/Science, Brevard Community College; Doctorate, Southern College of Optometry",1
"Leonid Boguslavsky",3.6,Russia,"venture capital",831,69,"Moscow, Russia",Russia,Married,4,"Master of Science, Moscow Institute for Transport Engineering",1
"Steve Conine",3.6,"United States","online retail",831,48,"Boston, Massachusetts","United States",Married,3,"Bachelor of Science in Engineering, Cornell University",1
"Daryl Katz",3.6,Canada,pharmacies,831,59,"Edmonton, Canada",Canada,Married,2,"Bachelor of Arts/Science, University of Alberta; Doctor of Jurisprudence, University of Alberta",1
"Daniel Och",3.6,"United States","hedge funds",831,60,"Miami Beach, Florida","United States",Married,3,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1
"Rodger Riney & family",3.6,"United States","discount brokerage",831,75,"St. Louis, Missouri","United States",Married,3,"Bachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri",1
"Niraj Shah",3.6,"United States","online retail",831,47,"Boston, Massachusetts","United States",Married,2,"Bachelor of Science in Engineering, Cornell University",1
"Michael Tojner",3.6,Austria,"batteries, investments",831,55,"Vienna, Austria",Austria,NULL,NULL,"Master of Business Administration, University of Vienna; Master of Laws, University of Vienna",1
"Ty Warner",3.6,"United States","real estate, plush toys",831,76,"Oak Brook, Illinois","United States",Single,NULL,"Drop Out, Kalamazoo College",1
"Zhang Hongwei",3.6,China,"oil, banking",831,66,"Beijing, China",China,Married,3,"Bachelor of Arts/Science, Harbin Engineering University; Master of Science, Harbin Institute of Technology",1
"Andrej Babis",3.5,Czechia,agriculture,859,66,"Prague, Czechia",Czechia,Married,4,"Master, University of Economics in Bratislava (UEB)",1
"Chuchat Petaumpai & Daonapa Petampai",3.5,Thailand,"motorcycle loans",859,67,"Bangkok, Thailand",Thailand,Married,2,"Bachelor of Arts/Economics, Oklahoma State University",1
"David Filo",3.5,"United States","internet service provider",859,55,"Palo Alto, California","United States",Married,1,"Master of Science, Stanford University; Bachelor of Arts/Science, Tulane University",1
"Sergei Galitsky",3.5,Russia,retail,859,53,"Krasnodar, Russia",Russia,Married,1,"Bachelor of Arts/Science, Kuban State University",1
"Lim Wee Chai",3.5,Malaysia,"rubber gloves",859,63,"Kuala Lumpur, Malaysia",Malaysia,Married,2,"Master of Business Administration, Sul Ross State University; Bachelor of Arts/Science, University of Malaya",1
"Daniel Loeb",3.5,"United States","hedge funds",859,59,"New York, New York","United States",Married,NULL,"Bachelor of Arts/Science, Columbia University",1
"Jim McKelvey",3.5,"United States","mobile payments",859,55,"St. Louis, Missouri","United States",NULL,NULL,"Bachelor of Arts/Economics, Washington University in St. Louis; Bachelor of Science, Washington University in St. Louis",1
"Apoorva Mehta",3.5,Canada,"grocery delivery service",859,34,"San Francisco, California",Canada,Single,NULL,"Bachelor of Arts/Science, University of Waterloo",1
"N.R. Narayana Murthy",3.5,India,"software services",859,74,"Bangalore, India",India,Married,2,"Master of Science, Indian Institute of Technology",1
"John Paulson",3.5,"United States","hedge funds",859,65,"New York, New York","United States",Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, New York University",1
"Michael Rubin",3.5,"United States","online retail",859,48,"Bryn Mawr, Pennsylvania","United States",Divorced,1,"Drop Out, Villanova University",1
"Thomas Secunda",3.5,"United States","Bloomberg LP",859,66,"Croton-on-Hudson, New York","United States",Married,2,"Bachelor of Arts/Science, SUNY Binghamton",1
"Vivek Chaand Sehgal",3.5,Australia,"auto parts",859,64,"Delhi, India",Australia,Married,2,"Bachelor of Arts/Science, Delhi University",1
"Romesh T. Wadhwani",3.5,"United States",software,859,73,"Palo Alto, California","United States",Married,1,"Doctorate, Carnegie Mellon University; Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology, Bombay",1
"William Conway, Jr.",3.4,"United States","private equity",891,71,"McLean, Virginia","United States",Married,1,"Bachelor of Arts/Science, Dartmouth College",1
"Jim Davis",3.4,"United States","staffing & recruiting",891,77,"Newton, Massachusetts","United States",Married,2,"Bachelor of Arts/Science, Middlebury College",1
"Ennio Doris & family",3.4,Italy,"financial services",891,80,"Tombolo, Italy",Italy,Married,2,"Diploma, High School",1
"Alexander Frolov",3.4,Russia,"mining, steel",891,56,"Moscow, Russia",Russia,Married,1,"Doctorate, Moscow Institute of Physics and Technology",1
"Viktor Kharitonin",3.4,Russia,pharmaceutical,891,48,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Novosibirsk State University",1
"Steven Klinsky",3.4,"United States",investments,891,64,"New York, New York","United States",NULL,NULL,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",1
"Chris Larsen",3.4,"United States",cryptocurrency,891,60,"San Francisco, California","United States",Married,2,"Bachelor of Arts/Science, San Francisco State University; Master of Business Administration, Stanford Graduate School of Business",1
"Arturo Moreno",3.4,"United States","billboards, Anaheim Angels",891,74,"Phoenix, Arizona","United States",Married,3,"Bachelor of Arts/Science, University of Arizona",1
"God Nisanov",3.4,Russia,"real estate",891,49,"Moscow, Russia",Russia,Married,3,"Diploma, Baku Institute of Law",1
"Benjamin Zhengmin Pan & family",3.4,China,electronics,891,51,"Shenzhen, China",China,Married,NULL,"Jiangsu Province Wujin Teacher School",1
