Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Eric Yuan & family",14.9,"United States","video conferencing",133,51,"Santa Clara, California","United States",Married,3,"Master of Engineering Management, China University of Mining and Technology; Bachelor of Engineering, Shandong Institute of Business and Technology",1
"Wang Jianlin",14.8,China,"real estate",137,66,"Beijing, China",China,Married,1,"Liaoning University",1
"Robin Li",14.7,China,"internet search",138,52,"Beijing, China",China,Married,4,"Bachelor of Arts/Science, Peking University; Master of Arts, University at Buffalo",1
"Eduardo Saverin",14.6,Brazil,"social network",140,39,"Singapore, Singapore",Brazil,Married,1,"Bachelor of Arts/Science, Harvard University",1
"Roman Abramovich",14.5,Russia,"steel, investments",142,54,"Moscow, Russia",Russia,Married,7,"Bachelor of Arts/Science, Moscow State Law Academy",1
"David Tepper",14.5,"United States","hedge funds",142,63,"New Jersey","United States",Married,3,"Master of Business Administration, David A. Tepper School of Business; Bachelor of Arts/Science, University of Pittsburgh",1
"Gong Hongjia & family",14.4,"Hong Kong","video surveillance",144,56,"Hong Kong, Hong Kong","Hong Kong",Married,2,"Bachelor of Arts/Science, Huazhong University of Science and Technology",1
"Mike Cannon-Brookes",14.2,Australia,software,145,41,"Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of New South Wales",1
"John Menard, Jr.",14.2,"United States","home improvement stores",145,81,"Eau Claire, Wisconsin","United States",Married,6,"Bachelor of Arts/Science, University of Wisconsin, Eau Claire",1
"Seo Jung-jin",14.2,"South Korea",biotech,145,63,"Seoul, South Korea","South Korea",Married,2,"Bachelor of Arts/Science, Konkuk University; Master of Science, Konkuk University",1
"Liang Wengen",14.1,China,"construction equipment",148,64,"Changsha, China",China,Married,1,"Bachelor of Arts/Science, Central South University",1
"Scott Farquhar",14,Australia,software,150,41,"Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of New South Wales",1
"Brian Chesky",13.7,"United States","online services",154,39,"San Francisco, California","United States",Single,NULL,"Bachelor of Arts/Science, Rhode Island School of Design",1
"David Duffield",13.5,"United States","business software",156,80,"Incline Village, Nevada","United States",Married,10,"Bachelor of Engineering, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",1
"Kim Jung-ju",13.3,"South Korea","online games",158,53,"Seoul, South Korea","South Korea",Married,2,"Doctorate, Korea Advanced Institute of Science and Technology; Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",1
"Zhang Bangxin",13.3,China,education,158,41,"Beijing, China",China,NULL,NULL,"EMBA, China Europe International Business School",1
"Tatyana Bakalchuk",13,Russia,ecommerce,164,45,"Moscow region, Russia",Russia,Married,4,"Bachelor of Science, State University of Management",1
"Michael Platt",13,"United Kingdom","hedge funds",164,53,"Geneva, Switzerland","United Kingdom",NULL,NULL,"Bachelor of Arts/Science, London School of Economics; Bachelor of Arts/Science, London School of Economics",1
"Huang Shilin",12.9,China,batteries,166,54,"Ningde, China",China,NULL,NULL,"Bachelor of Technology, Hefei University of Technology",1
"Dang Yanbao",12.7,China,coal,169,48,"Yinchuan, China",China,NULL,NULL,"Master of Business Administration, Peking University",1
"Robert Kuok",12.6,Malaysia,"palm oil, shipping, property",171,97,"Hong Kong, Hong Kong",Malaysia,Married,8,"Bachelor of Arts/Science, Raffles College",1
"Jack Dorsey",12.5,"United States","social network",173,44,"San Francisco, California","United States",Single,NULL,"Drop Out, New York University",1
"Nathan Blecharczyk",12.4,"United States","internet service provider",177,37,"San Francisco, California","United States",Married,2,"Bachelor of Arts/Science, Harvard University",1
"John Doerr",12.4,"United States","venture capital",177,69,"Woodside, California","United States",Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Rice University; Master of Science, Rice University",1
"Joe Gebbia",12.4,"United States","internet service provider",177,39,"San Francisco, California","United States","In Relationship",NULL,"Bachelor of Arts/Science, Rhode Island School of Design",1
"Forrest Li",12.4,Singapore,gaming,177,43,"Singapore, Singapore",Singapore,Married,NULL,"Bachelor of Engineering, Shanghai Jiaotong University; Master of Business Administration, Stanford Graduate School of Business",1
"Yu Renrong",12.3,China,semiconductors,181,55,"Ningbo, China",China,NULL,NULL,"Bachelor of Science in Engineering, Tsinghua University",1
"Gordon Moore",12.1,"United States","computer hardware",182,92,"Woodside, California","United States",Married,2,"Doctorate, California Institute of Technology; Bachelor of Arts/Science, University of California, Berkeley",1
"Jeff Yass",12,"United States","trading, investments",184,62,"Haverford, Pennsylvania","United States",Married,4,"Bachelor of Arts/Economics, SUNY Binghamton",1
"Bobby Murphy",11.9,"United States","social network",185,32,"Venice, California","United States",Single,NULL,"Bachelor of Arts/Science, Stanford University",1
"Cen Junda",11.6,China,pharmaceutical,189,56,"Lianyungang, China",China,NULL,NULL,"Doctorate, Zhejiang University",1
"Joseph Tsai",11.6,Canada,e-commerce,189,57,"Hong Kong, Hong Kong",Canada,Married,3,"Bachelor of Arts/Science, Yale University; Doctor of Jurisprudence, Yale University",1
"Aliko Dangote",11.5,Nigeria,"cement, sugar",191,64,"Lagos, Nigeria",Nigeria,Divorced,3,"Bachelor of Arts/Science, Al-Azhar University",1
"Marcel Herrmann Telles",11.5,Brazil,beer,191,71,"Sao Paulo, Brazil",Brazil,Married,2,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",1
"Mikhail Prokhorov",11.4,Russia,investments,193,56,"Moscow, Russia",Russia,Single,NULL,"Bachelor of Arts/Science, Moscow Institute of Finance",1
"Jorge Moll Filho & family",11.3,Brazil,hospitals,194,76,"Rio de Janeiro, Brazil",Brazil,Married,5,"Masters of Public Health, Universidade Federal do Rio de Janeiro",1
"Viktor Rashnikov",11.2,Russia,steel,195,72,"Magnitogorsk, Russia",Russia,Married,2,"Bachelor of Science in Engineering, Magnitogorsk MiningÂ and Metallurgical Institute",1
"Harry Triguboff",11.2,Australia,"real estate",195,88,"Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of Leeds",1
"Leonid Fedun & family",11.1,Russia,oil,197,65,"Moscow, Russia",Russia,Married,2,"Master of Science, Military Academy F.E.Dzerzhinsky",1
"Evan Spiegel",11.1,"United States","social network",197,30,"Los Angeles, California","United States",Married,2,"Bachelor of Science, Stanford University",1
"Luis Carlos Sarmiento",11,Colombia,banking,200,88,"Bogota, Colombia",Colombia,Married,5,"Bachelor of Arts/Science, National University of Colombia",1
"Andreas Struengmann & family",11,Germany,pharmaceutical,200,71,"Tegernsee, Germany",Germany,Married,2,"Medical Doctor, University at Buffalo",1
"Thomas Struengmann & family",11,Germany,pharmaceutical,200,71,"Tegernsee, Germany",Germany,Married,4,"Master of Business Administration, University of Augsburg; Master of Business Administration, University of Augsburg",1
"Dilip Shanghvi",10.9,India,pharmaceutical,203,65,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Calcutta University",1
"Wang Laichun",10.7,China,"electronics components",208,53,"Shenzhen, China",China,Married,NULL,"EMBA, Tsinghua University",1
"Chen Jianhua",10.6,China,chemicals,210,50,"Wujiang, China",China,Married,NULL,"Bachelor of Arts/Science, Nanjing Normal University",1
"Leng Youbin",10.6,China,"infant formula",210,52,"Beijing, China",China,NULL,NULL,"Bachelor of Arts/Science, Northeast Agriculture University; EMBA, Peking University",1
"Charles Schwab",10.6,"United States","discount brokerage",210,83,"Woodside, California","United States",Married,5,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Stanford University",1
"Sunil Mittal & family",10.5,India,telecom,213,63,"Delhi, India",India,Married,3,"Bachelor of Arts/Science, Punjab University",1
"Melker Schorling & family",10.5,Sweden,investments,213,73,"Stockholm, Sweden",Sweden,Married,2,"Master of Business Administration, Gothenburg University",1
"Cai Kui",10.4,China,"real estate",216,58,"Chengdu, China",China,Divorced,1,"Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics",1
"Qi Shi & family",10.4,China,"financial information",216,51,"Shanghai, China",China,NULL,NULL,"EMBA, Fudan University; Bachelor of Arts/Science, Shanghai Jiaotong University",1
"Chase Coleman, III.",10.3,"United States",investments,219,45,"New York, New York","United States",Married,NULL,"Bachelor of Arts/Science, Williams College",1
"Hui Wing Mau",10.3,"Hong Kong","real estate",219,70,"Hong Kong, Hong Kong","Hong Kong",Married,2,"Master of Business Administration, University of South Australia",1
"Liu Hanyuan",10.3,China,agribusiness,219,57,"Chengdu, China",China,Married,NULL,"Bachelor of Arts/Science, Sichuan University",1
"Larry Xiangdong Chen",10.2,China,education,223,49,"Beijing, China",China,NULL,NULL,"Ph.D, Renmin University of China",1
"Dietmar Hopp & family",10.1,Germany,software,224,81,"Walldorf, Germany",Germany,Married,2,"Master of Science, University of Karlsruhe",1
"German Khan",10.1,Russia,"oil, banking, telecom",224,59,"London, United Kingdom",Russia,Married,4,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",1
"Li Ge",10.1,"United States","pharmaceutical ingredients",224,54,"Shanghai, China","United States",Married,NULL,"Ph.D, Columbia University",1
"Jan Koum",9.9,"United States",software,230,45,"Atherton, California","United States",Single,NULL,"Drop Out, San Jose State University",1
"Iskander Makhmudov",9.7,Russia,"mining, metals, machinery",234,57,"Moscow, Russia",Russia,Married,1,"Bachelor of Arts/Science, Tashkent State University",1
"Israel Englander",9.6,"United States","hedge funds",241,72,"New York, New York","United States",Married,3,"Bachelor of Arts/Science, New York University",1
"Charles Ergen",9.6,"United States","satellite TV",241,68,"Denver, Colorado","United States",Married,5,"Bachelor of Arts/Science, University of Tennessee Knoxville; Master of Business Administration, Wake Forest University School of Business",1
"David Geffen",9.5,"United States","movies, record labels",245,78,"Beverly Hills, California","United States",Single,NULL,"Drop Out, The University of Texas at Austin",1
"Ding Shizhong & family",9.4,China,"sports apparel",247,50,"Quanzhou, China",China,Married,2,"EMBA, Xiamen University",1
"Harold Hamm & family",9.4,"United States","oil & gas",247,75,"Oklahoma City, Oklahoma","United States",Divorced,5,"Diploma, High School",1
"Kim Beom-su",9.3,"South Korea","online services",251,55,"Seoul, South Korea","South Korea",Married,2,"Bachelor of Science in Engineering, Seoul National University; Master of Science, Seoul National University",1
"Sun Hongbin",9.3,"United States","real estate",251,58,"Tianjin, China","United States",NULL,NULL,"Master, Tsinghua University",1
"David Sun",9.1,"United States","computer hardware",256,69,"Irvine, California","United States",Married,2,"Bachelor of Engineering, Tatung University",1
"John Tu",9.1,"United States","computer hardware",256,79,"Rolling Hills, California","United States",Married,2,"Bachelor of Arts/Science, Technische UniversitÃ¤t Darmstadt",1
"Viktor Vekselberg",9,Russia,"metals, energy",262,64,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Moscow State University of Railway Engineering",1
"Jerry Jones",8.9,"United States","Dallas Cowboys",264,78,"Dallas, Texas","United States",Married,3,"Bachelor of Arts/Science, University of Arkansas; Master of Arts, University of Arkansas",1
"Steven Rales",8.9,"United States",manufacturing,264,70,"Santa Barbara, California","United States",Married,3,"Law Degree, American University; Bachelor of Arts/Science, DePauw University",1
"Sarath Ratanavadi",8.9,Thailand,energy,264,55,"Bangkok, Thailand",Thailand,Married,NULL,"Bachelor of Science in Engineering, Chulalongkorn University; Master of Science in Engineering, University of Southern California",1
"David Cheriton",8.8,Canada,"online services",269,70,"Palo Alto, California",Canada,Divorced,4,"Bachelor of Arts/Science, University of British Columbia; Doctorate, University of Waterloo; Master of Science, University of Waterloo",1
"Lin Bin",8.7,"United States",smartphones,274,53,"Shenzhen, China","United States",NULL,NULL,"Master, Drexel University",1
"Liu Jincheng & family",8.7,China,"lithium batteries",274,56,"Huizhou, China",China,Married,NULL,"Doctorate, South China University of Technology; Bachelor of Arts/Science, University of Electronic Science and Technology of China; Master of Science, Wuhan University",1
"Carlos Alberto Sicupira & family",8.7,Brazil,beer,274,73,"St. Gallen, Switzerland",Brazil,Married,3,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",1
"Anthony von Mandl",8.7,Canada,"alcoholic beverages",274,NULL,"Vancouver, Canada",Canada,NULL,NULL,"Bachelor of Arts/Science, University of British Columbia",1
"Leon Black",8.6,"United States","private equity",288,69,"New York, New York","United States",Married,4,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Harvard University",1
"Andrei Skoch & family",8.6,Russia,steel,288,55,"Moscow, Russia",Russia,Single,10,"State Central Institute of Physical Culture",1
"George Soros",8.6,"United States","hedge funds",288,90,"Katonah, New York","United States",Married,5,"Bachelor of Arts/Science, London School of Economics",1
"Marc Benioff",8.4,"United States","business software",294,56,"San Francisco, California","United States",Married,2,"Bachelor of Arts/Science, University of Southern California",1
"Kuldip Singh & Gurbachan Singh Dhingra",8.4,India,paints,294,NULL,"Delhi, India",India,Married,NULL,"Bachelor of Arts/Science, Delhi University",1
"Pan Dong",8.3,Canada,"consumer goods",297,56,"Hong Kong, Hong Kong",Canada,Married,NULL,"Master of Business Administration, Lawrence Technological University; Bachelor of Science, Wuhan University; Master, Wuhan University",1
"Hasso Plattner & family",8.3,Germany,software,297,77,"Heidelberg, Germany",Germany,Married,2,"Master of Science, University of Karlsruhe",1
"Stanley Kroenke",8.2,"United States","sports, real estate",304,73,"Electra, Texas","United States",Married,2,"Master of Business Administration, Robert J. Trulaske, Sr. College of Business; Bachelor of Arts/Science, University of Missouri",1
"Andreas von Bechtolsheim & family",8.2,Germany,"online services",304,65,"Palo Alto, California",Germany,Single,NULL,"Master of Science, Carnegie Mellon University",1
"Diane Hendricks",8,"United States",roofing,308,74,"Afton, Wisconsin","United States",Widowed,7,"Diploma, High School",1
"Shahid Khan",8,"United States","auto parts",308,70,"Naples, Florida","United States",Married,2,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",1
"Andrew Beal",7.9,"United States","banks, real estate",311,68,"Dallas, Texas","United States",Divorced,6,"Drop Out, Baylor University",1
"Dmitry Bukhman",7.9,Russia,"online games",311,35,"London, United Kingdom",Russia,Married,3,"Master of Science, Vologda State Pedagogical University",1
"Igor Bukhman",7.9,Russia,"online games",311,39,"London, United Kingdom",Russia,Married,3,"Master of Science, Vologda State Pedagogical University",1
"Alexei Kuzmichev",7.8,Russia,"oil, banking, telecom",316,58,"London, United Kingdom",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",1
"John Malone",7.8,"United States","cable television",316,80,"Elizabeth, Colorado","United States",Married,2,"Doctorate, Johns Hopkins University; Master of Science, Johns Hopkins University; Bachelor of Arts/Science, Yale University",1
"Giorgio Armani",7.7,Italy,"luxury goods",323,86,"Milan, Italy",Italy,Single,NULL,"Drop Out, University of Piacenza",1
"Simon Reuben",7.7,"United Kingdom","real estate, investments",323,80,"Monaco, Monaco","United Kingdom",Married,1,"Drop Out, Sir John Cass College, London",1
"Alexander Abramov",7.6,Russia,"steel, mining",327,62,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of Physics and Technology",1
"Rinat Akhmetov",7.6,Ukraine,"steel, coal",327,54,"Donetsk, Ukraine",Ukraine,Married,2,"Bachelor of Arts/Science, Donetsk National University",1
"Silvio Berlusconi & family",7.6,Italy,media,327,84,"Milan, Italy",Italy,Divorced,5,"Doctor of Jurisprudence, University of Milan",1
"John Grayken",7.6,Ireland,"private equity",327,64,"London, United Kingdom",Ireland,Married,4,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Pennsylvania",1
"David Green & family",7.6,"United States",retail,327,79,"Oklahoma City, Oklahoma","United States",Married,3,"Diploma, High School",1
"George Roberts",7.6,"United States","private equity",327,77,"Atherton, California","United States","Widowed, Remarried",3,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, UC Hastings",1
"Zhao Yan",7.6,China,biotech,327,54,"Beijing, China",China,NULL,NULL,"Master of Business Administration, Fordham University",1
"Patrick Soon-Shiong",7.5,"United States",pharmaceutical,334,68,"Los Angeles, California","United States",Married,2,"Master of Science, University of British Columbia; Bachelor of Arts/Science, University of Witwatersrand; Medical Doctor, University of Witwatersrand",1
"George Lucas",7.4,"United States","Star Wars",339,76,"San Anselmo, California","United States",Married,4,"Bachelor of Arts/Science, University of Southern California",1
"Zhang Jindong",7.4,China,"appliance retailer",339,58,"Nanjing, China",China,Married,2,"Bachelor of Arts/Science, Nanjing Normal University",1
"Henry Kravis",7.3,"United States","private equity",344,77,"New York, New York","United States",Married,2,"Bachelor of Arts/Science, Claremont McKenna College; Master of Business Administration, Columbia Business School",1
"David Shaw",7.3,"United States","hedge funds",344,70,"New York, New York","United States",Married,3,"Doctorate, Stanford University; Bachelor of Arts/Science, University of California, San Diego",1
"Rocco Commisso",7.2,"United States",telecom,352,71,"Saddle River, New Jersey","United States",Married,2,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Columbia University",1
"Bernard Marcus",7.2,"United States","retail store",352,91,"Atlanta, Georgia","United States",Married,3,"Bachelor of Arts/Science, Rutgers University",1
"Wang Zhenhua",7.2,China,"real estate",352,59,"Shanghai, China",China,NULL,NULL,"Master of Business Administration, Macau University",1
"Carl Bennet",7.1,Sweden,investments,358,69,"Gothenberg, Sweden",Sweden,Married,1,"Master of Business Administration, University of Gothenburg",1
"Ralph Lauren",7.1,"United States",apparel,358,81,"New York, New York","United States",Married,3,"Drop Out, City University of New York City College; Diploma, High School",1
"Anthony Wood",7.1,"United States",Roku,358,55,"Palo Alto, California","United States",Married,3,"Bachelor of Science in Engineering, Texas A&M University",1
"Gang Ye",7.1,Singapore,gaming,358,40,"Singapore, Singapore",Singapore,Married,2,"Bachelor of Science, Cornell University",1
"Igor Altushkin",7,Russia,metals,369,50,"Yekaterinburg, Russia",Russia,Married,6,"Bachelor of Arts/Science, Ekaterinburg Institute of Economics",1
"Alexandre Behring",7,Brazil,investments,369,54,"Greenwich, Connecticut",Brazil,Married,NULL,"EMBA, Harvard University",1
"Gustaf Douglas",7,Sweden,investments,369,83,"Stockholm, Sweden",Sweden,Married,2,"Master of Business Administration, Harvard University",1
"Terry Gou",7,Taiwan,electronics,369,70,"Taipei, Taiwan",Taiwan,Divorced,5,"Taipei University of Marine Technology",1
"Paul Tudor Jones, II.",7,"United States","hedge funds",369,66,"Palm Beach, Florida","United States",Married,4,"Bachelor of Arts/Science, University of Virginia",1
"Richard Kinder",7,"United States",pipelines,369,76,"Houston, Texas","United States",Married,1,"Bachelor of Arts/Science, University of Missouri; Doctor of Jurisprudence, University of Missouri",1
"Stephen Ross",7,"United States","real estate",369,80,"New York, New York","United States",Married,4,"Master of Laws, New York University; Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, Wayne State University",1
"Eli Broad",6.9,"United States",investments,380,NULL,NULL,"United States",NULL,2,"Broad College of Business; Bachelor of Arts/Science, Michigan State University",1
"Jim Davis & family",6.9,"United States",sports,380,77,"Newton, Massachusetts","United States",Married,2,"Bachelor of Arts/Science, Middlebury College",1
"Guo Guangchang",6.9,China,conglomerate,380,54,"Shanghai, China",China,Married,3,"Bachelor of Arts/Science, Fudan University; Master of Business Administration, Fudan University",1
"Robert Kraft",6.9,"United States",sports,380,79,"Brookline, Massachusetts","United States",Widowed,4,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Harvard Business School",1
"Aloys Wobben",6.8,Germany,"wind turbines",384,69,"Aurich, Germany",Germany,Married,1,"Bachelor of Arts/Science, U of Oldenburg",1
"Kwon Hyuk-bin",6.7,"South Korea","online games",391,47,"Seoul, South Korea","South Korea",Married,2,"Bachelor of Arts/Science, Sogang University",1
"Hiroshi Mikitani",6.7,Japan,"online retail",391,56,"Tokyo, Japan",Japan,Married,2,"Master of Business Administration, Harvard University",1
"Dmitry Rybolovlev",6.7,Russia,fertilizer,391,54,"Monaco, Monaco",Russia,Divorced,2,"Medical Doctor, Perm Medical Institute",1
"Reinhold Schmieding",6.7,"United States","medical devices",391,66,"Naples, Florida","United States",Married,2,"Bachelor of Arts/Science, Michigan State University",1
"Bruce Kovner",6.6,"United States","hedge funds",400,76,"New York, New York","United States",Married,3,"Bachelor of Arts/Science, Harvard University",1
"Wang Wenjing",6.6,China,"business software",400,56,"Beijing, China",China,Married,1,"Bachelor of Arts/Science, Jiangxi University of Finance & Economics",1
"Brian Armstrong",6.5,"United States",cryptocurrency,404,38,"San Francisco, California","United States",NULL,NULL,"Bachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University",1
"James Goodnight",6.5,"United States",software,404,78,"Cary, North Carolina","United States",Married,3,"Bachelor of Arts/Science, North Carolina State University; Doctorate, North Carolina State University; Master of Science, North Carolina State University",1
"John Overdeck",6.5,"United States","hedge funds",404,51,"Millburn, New Jersey","United States",Married,3,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University",1
"Horst Julius Pudwill",6.5,Germany,manufacturing,404,76,"Hong Kong, Hong Kong",Germany,Married,1,"Master of Science in Engineering, Technical College in Flensburg",1
"David Siegel",6.5,"United States","hedge funds",404,86,"Windermere, Florida","United States",Married,13,"Drop Out, University of Miami",1
"Wang Yusuo & family",6.4,China,"natural gas distribution",418,57,"Langfang, China",China,Married,NULL,"Bachelor of Arts/Science, People's University of China; Doctorate, Tianjin University",1
"Dennis Washington",6.4,"United States","construction, mining",418,86,"Missoula, Montana","United States",Married,2,"Diploma, High School",1
"Andreas Halvorsen",6.3,Norway,"hedge funds",421,60,"Darien, Connecticut",Norway,Married,3,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Williams College",1
"Andrei Kozitsyn",6.3,Russia,metals,421,60,"Verkhniaya Pyshma, Russia",Russia,Married,1,"Bachelor of Science in Engineering, Ural Polytechnic Institute",1
"Shi Yuzhu",6.3,China,"online games, investments",421,58,"Shanghai, China",China,Divorced,1,"Master of Science, Shenzhen University; Bachelor of Arts/Science, Zhejiang University",1
"Arthur Blank",6.2,"United States","home furnishings",432,78,"Atlanta, Georgia","United States",Divorced,6,"Bachelor of Arts/Science, Babson College",1
"Jiang Bin",6.2,China,"acoustic components",432,54,"Weifang, China",China,Married,1,"Bachelor of Arts/Science, Beijing University of Aeronautics and Astronautics; Master of Business Administration, Tsinghua University",1
"Jason Jiang",6.2,China,advertising,432,48,"Shanghai, China",China,Married,NULL,"Bachelor of Arts/Science, Huadong Normal University; Bachelor of Arts/Science, Huadong Normal University",1
"Mitchell Rales",6.2,"United States","manufacturing, investments",432,64,"Potomac, Maryland","United States",Married,2,"Bachelor of Arts/Science, Miami University of Ohio",1
"Mike Adenuga",6.1,Nigeria,"telecom, oil",440,68,"Lagos, Nigeria",Nigeria,Married,7,"Master of Business Administration, Pace University",1
"Charles Dolan & family",6.1,"United States","cable television",440,94,"Oyster Bay, New York","United States",Married,6,"Drop Out, John Carroll University",1
"Marcos Galperin",6.1,Argentina,e-commerce,440,NULL,"Buenos Aires, Argentina",Argentina,NULL,NULL,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1
"Huang Li",6.1,China,"imaging systems",440,57,"Wuhan, China",China,Married,NULL,"Master of Science, Huazhong University of Science and Technology",1
"Li Wa",6.1,"Hong Kong","real estate",440,55,"Shenzhen, China","Hong Kong",NULL,NULL,"Bachelor of Arts/Science, South China University of Technology",1
"Qian Dongqi & family",6.1,China,"household appliances",440,63,"Suzhou, China",China,Married,NULL,"Master of Philosophy, Nanjing University",1
"Henry Samueli",6.1,"United States",semiconductors,440,66,"Newport Beach, California","United States",Married,3,"Bachelor of Arts/Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles",1
"Les Wexner & family",6.1,"United States",retail,440,83,"New Albany, Ohio","United States",Married,4,"Bachelor of Arts/Science, Ohio State University",1
"Robert Brockman",6,"United States",software,451,79,"Houston, Texas","United States",Married,1,"Bachelor of Business Administration, University of Florida",1
"Dulce Pugliese de Godoy Bueno",6,Brazil,"hospitals, health care",451,73,"Sao Paulo, Brazil",Brazil,Divorced,1,"Doctorate, The University of Texas at Austin; Medical Doctor, Universidade Federal do Rio de Janeiro",1
"Daniel Dines",6,Romania,software,451,49,"New York, New York",Romania,Married,1,"Bachelor of Science, University of Bucharest; Master of Science, University of Bucharest",1
"Judy Faulkner",6,"United States","health IT",451,77,"Madison, Wisconsin","United States",Married,3,"Bachelor of Arts/Science, Dickinson College; Master of Science, University of Wisconsin",1
"Frits Goldschmeding",6,Netherlands,"temp agency",451,87,"Amsterdam, Netherlands",Netherlands,Married,3,"Doctorate, Free University of Amsterdam",1
"Andrei Guriev & family",6,Russia,fertilizers,451,61,"Moscow, Russia",Russia,Married,2,"Master, Saint Petersburg Mining University; Bachelor of Arts/Science, State Central Institute of Physical Culture",1
"Jeff Skoll",6,"United States",e-commerce,451,56,"Los Angeles, California","United States",Single,NULL,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Toronto",1
"Robert F. Smith",6,"United States","private equity",451,58,"Austin, Texas","United States",Married,7,"Master of Business Administration, Columbia University; Bachelor of Arts/Science, Cornell University",1
"John A. Sobrato & family",6,"United States","real estate",451,81,"Atherton, California","United States",Married,3,"Bachelor of Arts/Science, Santa Clara University",1
"Ronald Wanek",6,"United States",furniture,451,79,"Saint Petersburg, Florida","United States",Married,3,"High School Graduate, High School",1
"Hansjoerg Wyss",6,Switzerland,"medical devices",451,86,"Wilson, Wyoming",Switzerland,Divorced,1,"Master of Business Administration, Harvard University; Master of Science, Swiss Federal Institute of Technology",1
"Chen Fashu",5.9,China,investments,472,60,"Fuzhou, China",China,Married,4,"China Europe International Business School",1
"Christopher Hohn",5.9,"United Kingdom","hedge funds",472,54,"London, United Kingdom","United Kingdom",Divorced,NULL,"Master of Business Administration, Harvard Business School",1
"Chan Laiwa & family",5.8,China,"real estate",476,80,"Beijing, China",China,Married,3,"Doctorate, Savannah College of Art and Design",1
"Ananda Krishnan",5.8,Malaysia,"telecoms, media, oil-services",476,83,"Kuala Lumpur, Malaysia",Malaysia,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Melbourne University",1
"Douglas Leone",5.8,"United States","venture capital",476,63,"Atherton, California","United States",Married,4,"Master of Science, Columbia University; Bachelor of Arts/Science, Cornell University; Master of Business Administration, MIT Sloan School of Management",1
"Meg Whitman",5.8,"United States",e-commerce,476,64,"Los Angeles, California","United States",Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Princeton University",1
"Neil Bluhm",5.7,"United States","real estate",486,83,"Chicago, Illinois","United States",Divorced,3,"Doctor of Jurisprudence, Northwestern University; Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",1
"Andrew Currie",5.7,"United Kingdom",chemicals,486,65,"London, United Kingdom","United Kingdom",NULL,NULL,"Bachelor of Arts/Science, Cambridge University",1
"Tom Gores",5.7,"United States","private equity",486,56,"Beverly Hills, California","United States",Married,3,"Bachelor of Arts/Science, Michigan State University",1
"Michael Moritz",5.7,"United States","venture capital",486,66,"San Francisco, California","United States",Married,2,"Bachelor of Arts/Science, Christ Church, Oxford University; Master of Business Administration, University of Pennsylvania, The Wharton School",1
"John Reece",5.7,"United Kingdom",chemicals,486,64,"London, United Kingdom","United Kingdom",NULL,NULL,"Bachelor of Arts/Science, Cambridge University",1
"Teh Hong Piow",5.7,Malaysia,banking,486,91,"Kuala Lumpur, Malaysia",Malaysia,Married,4,"Bachelor of Arts/Science, University of Malaya",1
"Jack Dangermond",5.6,"United States","mapping software",496,75,"Redlands, California","United States",Married,NULL,"Bachelor of Arts/Science, California State Polytechnical University; Master of Science, Harvard University; Master of Science, University of Minnesota",1
"Stanley Druckenmiller",5.6,"United States","hedge funds",496,67,"New York, New York","United States",Married,NULL,"Bachelor of Arts/Science, Bowdoin College",1
"Jian Jun",5.6,China,"biomedical products",496,57,"Beijing, China",China,NULL,NULL,"Master of Business Administration, Tsinghua University",1
