Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Randolph Lerner",1.1,"United States","banking, credit cards",2524,59,"Cleveland, Ohio","United States",Married,4,"Bachelor of Arts/Science, Columbia University; LLB, Columbia University",0
"Bruce Nordstrom",1.1,"United States","Nordstrom department stores",2524,87,"Seattle, Washington","United States",Married,3,"Bachelor of Arts/Science, University of Washington",0
"Mehmet Sinan Tara",1.1,Turkey,construction,2524,62,"Istanbul, Turkey",Turkey,Married,3,"Master of Business Administration, Stanford University",0
"Wu Chung-yi",1.1,Taiwan,manufacturing,2524,65,"Chang Hwa County, Taiwan",Taiwan,NULL,NULL,"University of California, Los Angeles",0
"Eugene Wu",1.1,Taiwan,finance,2524,76,"Taipei, Taiwan",Taiwan,Married,3,"Waseda University",0
"Chung Mong-joon",1,"South Korea","shipbuilding, industrial machines",2674,69,"Seoul, South Korea","South Korea",Married,4,"Ph.D, Johns Hopkins University; Master of Business Administration, Massachusetts Institute of Technology; Bachelor of Arts/Science, Seoul National University",0
"Hur Young-in",1,"South Korea","bakeries, fast food",2674,71,"Seoul, South Korea","South Korea",Married,2,"Bachelor of Arts/Economics, Kyung Hee University",0
"Sergei Makhlai",1,Russia,fertilizers,2674,52,"Chapel Hill, North Carolina",Russia,Married,1,"Master of Science, Perm Polytechnical Institute",0
"Shin Dong-joo",1,"South Korea",retail,2674,67,"Tokyo, Japan","South Korea",Married,1,"Bachelor of Arts/Economics, Aoyama Gakuin University; Master of Business Administration, Columbia Business School",0
"Veronica Squinzi",1,Italy,"chemical products",2674,49,"Milan, Italy",Italy,NULL,NULL,"Master of Business Administration, SDA Bocconi School of Management; Bachelor of Arts/Science, University of Milan",0
"Rit Thirakomen",1,Thailand,restaurants,2674,69,"Bangkok, Thailand",Thailand,Married,3,"Bachelor of Science in Engineering, Chulalongkorn University",0
