Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Theodore Leonsis",1.4,"United States","sports teams",2141,65,"Bethesda, Maryland","United States",Married,2,NULL,1
"Li Denghai",1.4,China,"seed production",2141,71,"Laizhou, China",China,Married,NULL,NULL,1
"Liang Qin & family",1.4,China,"semiconductor devices",2141,49,"Yangzhou, China",China,Married,NULL,NULL,1
"Liang Yaoming",1.4,China,diagnostics,2141,57,"Guangzhou, China",China,NULL,NULL,NULL,1
"Liu Hua",1.4,China,"infant formula",2141,48,"Qiqihaer, China",China,NULL,NULL,NULL,1
"Liu Xuejing & family",1.4,China,"copper, poultry",2141,70,"Liaocheng, China",China,Married,NULL,NULL,1
"Lu Rongfu",1.4,China,telecommunication,2141,50,"Xiamen, China",China,NULL,NULL,NULL,1
"Ilson Mateus",1.4,Brazil,supermarkets,2141,58,"Sao Luis, Brazil",Brazil,Married,3,NULL,1
"Qi Jinxing",1.4,China,"real estate",2141,59,"Hangzhou, China",China,Married,1,NULL,1
"Qian Jinghong",1.4,China,"electric scooters",2141,48,"Wuxi, China",China,Married,NULL,NULL,1
"Vito Rodriguez Rodriguez",1.4,Peru,"processed milk",2141,82,"Lima, Peru",Peru,Married,3,NULL,1
"Amnon Shashua",1.4,Israel,"automotive technology",2141,60,"Kfar Shmaryahu, Israel",Israel,NULL,NULL,NULL,1
"Nobutoshi Shimamura",1.4,Japan,retail,2141,95,"Saitama, Japan",Japan,Married,3,NULL,1
"Tan Ruiqing",1.4,China,chemicals,2141,54,"Zhengzhou, China",China,Married,NULL,NULL,1
"Itaru Tanimura",1.4,Japan,heathcare,2141,56,"Tokyo, Japan",Japan,NULL,NULL,NULL,1
"Sukanto Tanoto",1.4,Indonesia,diversified,2141,71,"Singapore, Singapore",Indonesia,Married,4,NULL,1
"Alexander Tedja",1.4,Indonesia,"real estate",2141,75,"Jakarta, Indonesia",Indonesia,Married,4,NULL,1
"Vardis Vardinoyannis & family",1.4,Greece,"oil and gas",2141,88,"Athens, Greece",Greece,NULL,5,NULL,1
"Wang Jianfeng & family",1.4,China,"auto parts",2141,NULL,"Ningbo, China",China,NULL,NULL,NULL,1
"Wang Junjin",1.4,China,airline,2141,52,"Shanghai, China",China,NULL,NULL,NULL,1
"Wang Xiaoshen",1.4,China,lithium,2141,52,"Urumchi, China",China,NULL,NULL,NULL,1
"Werner O. Weber",1.4,Switzerland,"electronic components",2141,82,"Zurich, Switzerland",Switzerland,NULL,NULL,NULL,1
"Wu Po Sum",1.4,China,"real estate",2141,70,"Zhengzhou, China",China,Married,NULL,NULL,1
"Xie Ketao",1.4,China,education,2141,57,"Guangzhou, China",China,NULL,NULL,NULL,1
"Swift Xie",1.4,China,drones,2141,41,"Shenzhen, China",China,NULL,NULL,NULL,1
"Yu Guo",1.4,China,education,2141,59,"Nanchang, China",China,NULL,NULL,NULL,1
"Zheng Hong & family",1.4,China,electronics,2141,70,"Beijing, China",China,NULL,NULL,NULL,1
"Nerio Alessandri",1.3,Italy,"gym equipment",2263,60,"Cesena, Italy",Italy,Married,2,NULL,1
"Mika Anttonen",1.3,Finland,"oil & gas",2263,54,"Helsinki, Finland",Finland,Married,NULL,NULL,1
"Ryuji Arai",1.3,Japan,appliances,2263,74,"Tokyo, Japan",Japan,NULL,NULL,NULL,1
"Mehmet Aydinlar",1.3,Turkey,hospitals,2263,64,"Istanbul, Turkey",Turkey,Married,1,NULL,1
"Rafal Brzoska",1.3,Poland,"parcel lockers",2263,43,"Warsaw, Poland",Poland,NULL,NULL,NULL,1
"Cao Xiaochun",1.3,China,pharmaceutical,2263,52,"Hangzhou, China",China,NULL,NULL,NULL,1
"Cheng Lili",1.3,China,"poultry breeding",2263,56,"Changzhou, China",China,Married,NULL,NULL,1
"Cho Jyh-jer",1.3,Taiwan,semiconductors,2263,NULL,NULL,Taiwan,Married,2,NULL,1
"Chu Jian",1.3,China,Manufacturing,2263,58,"Hangzhou, China",China,NULL,NULL,NULL,1
"Eduard Chukhlebov",1.3,Russia,metallurgy,2263,57,"Moscow, Russia",Russia,Married,NULL,NULL,1
"Richard Desmond",1.3,"United Kingdom",publishing,2263,69,"London, United Kingdom","United Kingdom",Married,3,NULL,1
"Du Shuanghua",1.3,China,steel,2263,56,"Hengshui, China",China,NULL,NULL,NULL,1
"Eduardo Eurnekian",1.3,Argentina,"airports, investments",2263,88,"Buenos Aires, Argentina",Argentina,Single,NULL,NULL,1
"Fan Minhua",1.3,China,pharmaceutical,2263,59,"Haikou, China",China,Married,NULL,NULL,1
"Feng Yi",1.3,China,software,2263,47,"Shenzhen, China",China,NULL,NULL,NULL,1
"Kenneth Hao",1.3,"United States","private equity",2263,52,"Hillsborough, California","United States",NULL,NULL,NULL,1
"Michael Heine",1.3,Australia,"financial services",2263,71,"Melbourne, Australia",Australia,NULL,2,NULL,1
"Huang Dawen",1.3,"Hong Kong",silicon,2263,60,"Hong Kong, Hong Kong","Hong Kong",NULL,NULL,NULL,1
"Jiang Ganjun",1.3,China,"home & office products",2263,57,"Guangzhou, China",China,NULL,NULL,NULL,1
"Conni Jonsson",1.3,Sweden,"asset management",2263,60,"Stockholm, Sweden",Sweden,Married,NULL,NULL,1
"Zbigniew Juroszek & family",1.3,Poland,"real estate, gambling",2263,58,"Cieszyn, Poland",Poland,NULL,NULL,NULL,1
"Peter Kelly",1.3,"United Kingdom",I.T.,2263,63,"Bristol, United Kingdom","United Kingdom",Married,NULL,NULL,1
"Bernard Lewis & family",1.3,"United Kingdom","fashion retailer",2263,95,"London, United Kingdom","United Kingdom",NULL,NULL,NULL,1
"Liang Guangwei",1.3,China,conglomerate,2263,57,"Shenzhen, China",China,NULL,NULL,NULL,1
"Liang Jiankun & family",1.3,China,"cobalt mining",2263,59,"Nanjing, China",China,NULL,NULL,NULL,1
"Liu Jilu & family",1.3,China,Logistics,2263,74,"Maanshan, China",China,NULL,NULL,NULL,1
"Mangal Prabhat Lodha",1.3,India,"real estate",2263,65,"Mumbai, India",India,Married,2,NULL,1
"Lu Hongyan",1.3,China,"online games",2263,43,"Xiamen, China",China,NULL,NULL,NULL,1
"Zhaoxi Lu",1.3,China,e-commerce,2263,52,"Hangzhou, China",China,NULL,NULL,NULL,1
"Ma Renhe",1.3,China,"textiles, apparel",2263,61,"Ningbo, China",China,NULL,NULL,NULL,1
"Lidiya Mikhailova & family",1.3,Russia,agribusiness,2263,63,"London, United Kingdom",Russia,Divorced,2,NULL,1
"Martin Moller Nielsen",1.3,Denmark,"aircraft leasing",2263,56,"London, United Kingdom",Denmark,Single,NULL,NULL,1
"Greg Mondre",1.3,"United States","private equity",2263,46,"New York, New York","United States",Married,NULL,NULL,1
"Antonio Percassi",1.3,Italy,"real estate, diversified",2263,67,"Bergamo, Italy",Italy,Divorced,6,NULL,1
"Qiu Minxiu",1.3,China,semiconductors,2263,75,"Shangyu, China",China,NULL,NULL,NULL,1
"Shao Xiaofeng",1.3,China,e-commerce,2263,55,"Hangzhou, China",China,NULL,NULL,NULL,1
"Shi Xu",1.3,Singapore,technology,2263,57,"Singapore, Singapore",Singapore,Married,NULL,NULL,1
"Ron Sim",1.3,Singapore,retail,2263,62,"Singapore, Singapore",Singapore,Married,3,NULL,1
"Jasminder Singh & family",1.3,"United Kingdom",hotels,2263,70,"London, United Kingdom","United Kingdom",Married,NULL,NULL,1
"Terry Snow",1.3,Australia,"airports, real estate",2263,77,"Canberra, Australia",Australia,Married,4,NULL,1
"Petter Stordalen & family",1.3,Norway,hotels,2263,58,"Oslo, Norway",Norway,Married,NULL,NULL,1
"Joop van den Ende",1.3,Netherlands,"TV shows",2263,79,"Baarn, Netherlands",Netherlands,Married,2,NULL,1
"Masaru Wasami",1.3,Japan,logistics,2263,75,Japan,Japan,NULL,NULL,NULL,1
"Wei Shaojun",1.3,China,"real estate",2263,58,"Baoding, China",China,NULL,NULL,NULL,1
"Wu Yonghua",1.3,China,apparel,2263,50,"Xiamen, China",China,NULL,NULL,NULL,1
"Xiong Jun & family",1.3,China,pharmaceutical,2263,47,"Shanghai, China",China,NULL,NULL,NULL,1
"Xu Guangfu & family",1.3,China,"Daqo Group",2263,78,"Chongqing, China",China,NULL,NULL,NULL,1
"Ye Qiongjiu",1.3,China,software,2263,66,"Hangzhou, China",China,NULL,NULL,NULL,1
"Yeh Kuo-I",1.3,Taiwan,manufacturing,2263,80,NULL,Taiwan,Married,2,NULL,1
"Yu Bangping & family",1.3,China,"coal mining",2263,53,"Liupanshui, China",China,Married,NULL,NULL,1
"Yu Jinkun & family",1.3,China,"transportation equipment",2263,78,"Changzhou, China",China,NULL,NULL,NULL,1
"Zhang Gongyun",1.3,China,"tyre manufacturing machinery",2263,58,"Gaomi, China",China,NULL,NULL,NULL,1
"Zhou Xiayun & family",1.3,China,Education,2263,66,"Ningguo, China",China,NULL,NULL,NULL,1
"Anant Asavabhokin",1.2,Thailand,"real estate",2378,70,"Bangkok, Thailand",Thailand,Married,3,NULL,1
"Shay Banon",1.2,Israel,"search engine",2378,43,"Palo Alto, California",Israel,Married,NULL,NULL,1
"Cao Kejian",1.2,China,"air compressors",2378,59,"Quzhou, China",China,Married,1,NULL,1
"Edouard Carmignac",1.2,France,"asset management",2378,73,"Paris, France",France,Married,5,NULL,1
"Chen Gang",1.2,China,"solar energy",2378,53,"Guangzhou, China",China,NULL,NULL,NULL,1
"Cheng Wei",1.2,China,"ride-hailing service",2378,38,"Beijing, China",China,NULL,NULL,NULL,1
"Chua Thian Poh",1.2,Singapore,"real estate",2378,72,"Singapore, Singapore",Singapore,Married,4,NULL,1
"Sandor Csanyi",1.2,Hungary,"finance, real estate",2378,68,"Budapest, Hungary",Hungary,Married,5,NULL,1
"Carl DeSantis",1.2,"United States","energy drink",2378,81,"Delray Beach, Florida","United States",NULL,NULL,NULL,1
"Aydin Dogan",1.2,Turkey,media,2378,85,"Istanbul, Turkey",Turkey,Married,4,NULL,1
"Marek Dospiva",1.2,Czechia,investments,2378,51,"Prague, Czechia",Czechia,Divorced,NULL,NULL,1
"Wolfgang Egger",1.2,Germany,"real estate",2378,55,"Augsburg, Germany",Germany,NULL,1,NULL,1
"Gabriel Escarrer",1.2,Spain,hotels,2378,86,"Palma de Majorca, Spain",Spain,Married,6,NULL,1
"Fan Zhaoxia & family",1.2,China,"photovoltaic equipment",2378,53,"Beijing, China",China,Married,NULL,NULL,1
"Clement Fayat & family",1.2,France,construction,2378,89,"Saint-Ãmilion, France",France,Married,NULL,NULL,1
"Mehmet Nazif Gunal",1.2,Turkey,"tourism, construction",2378,73,"Istanbul, Turkey",Turkey,Married,3,NULL,1
"Alfredo Harp Helu & family",1.2,Mexico,banking,2378,77,"Mexico City, Mexico",Mexico,Married,4,NULL,1
"Jaroslav Hascak",1.2,Slovakia,investments,2378,51,"Bratislava, Slovakia",Slovakia,Married,NULL,NULL,1
"Hu Xiaojun & family",1.2,China,Airline,2378,59,"Guiyang, China",China,Married,NULL,NULL,1
"Huang Shanbing & family",1.2,China,semiconductors,2378,64,"Qidong, China",China,Married,NULL,NULL,1
"Huang Yimeng",1.2,China,"mobile games",2378,39,"Shanghai, China",China,NULL,NULL,NULL,1
"Kim Dae-il",1.2,"South Korea","mobile gaming",2378,41,"Anyang, South Korea","South Korea",Married,1,NULL,1
"Guy LalibertÃ©",1.2,Canada,"Cirque du Soleil",2378,61,"Montreal, Canada",Canada,"In Relationship",5,NULL,1
"Li Fengluan",1.2,China,"steel, diversified",2378,59,"Ruzhou, China",China,Married,NULL,NULL,1
"Lin Jie & family",1.2,China,pharmaceutical,2378,52,"Taizhou, China",China,Married,NULL,NULL,1
"Liu Baolin",1.2,China,pharmacies,2378,67,"Wuhan, China",China,Married,2,NULL,1
"Lou Guoqiang",1.2,China,copper,2378,64,"Ningbo, China",China,NULL,NULL,NULL,1
"Lu Shenglin",1.2,China,machinery,2378,40,"Dongguan, China",China,NULL,NULL,NULL,1
"Lu Zhilin",1.2,China,machinery,2378,38,"Dongguan, China",China,NULL,NULL,NULL,1
"Lun Ruixiang & family",1.2,China,"real estate",2378,53,"Hong Kong, Hong Kong",China,Married,NULL,NULL,1
"Alexander Lutsenko & family",1.2,Russia,agribusiness,2378,59,Kaliningrad,Russia,Married,2,NULL,1
"Ulrich Mommert & family",1.2,Austria,lighting,2378,80,NULL,Austria,NULL,NULL,NULL,1
"Taichiro Motoe",1.2,Japan,"Internet services",2378,45,"Kashiwa, Japan",Japan,NULL,NULL,NULL,1
"Mou Jinxiang",1.2,China,chemicals,2378,67,"Taizhou, China",China,NULL,NULL,NULL,1
"Udo Mueller",1.2,Germany,advertising,2378,59,"Cologne, Germany",Germany,NULL,NULL,NULL,1
"Nguyen Dang Quang",1.2,Vietnam,"consumer products, banking",2378,57,"Ho Chi Minh City, Vietnam",Vietnam,Married,3,NULL,1
"Fatih Ozmen",1.2,"United States",aerospace,2378,63,"Reno, Nevada","United States",Married,NULL,NULL,1
"Qin Qingping & family",1.2,China,"coal & coke",2378,58,"Dezhou, China",China,Married,NULL,NULL,1
"Qiu Dongxu",1.2,Canada,pharmaceutical,2378,61,"Tianjin, China",Canada,NULL,NULL,NULL,1
"Ren Zhengfei",1.2,China,"telecom equipment",2378,77,"Shenzhen, China",China,NULL,NULL,NULL,1
"Hajime Satomi",1.2,Japan,"video games, pachinko",2378,79,"Tokyo, Japan",Japan,Married,3,NULL,1
"Ronald Slabke",1.2,Germany,fintech,2378,NULL,"Berlin, Germany",Germany,NULL,NULL,NULL,1
"Winarko Sulistyo",1.2,Indonesia,"paper and pulp",2378,75,"Jakarta, Indonesia",Indonesia,Married,1,NULL,1
"Sam Tarascio",1.2,Australia,"real estate",2378,76,"Melbourne, Australia",Australia,Married,3,NULL,1
"Thomas Tull",1.2,"United States","movies, investments",2378,50,"Pittsburgh, Pennsylvania","United States",Married,NULL,NULL,1
"Thongma Vijitpongpun",1.2,Thailand,"real estate",2378,63,"Bangkok, Thailand",Thailand,Married,1,NULL,1
"Thomas von Koch",1.2,Sweden,"asset management",2378,55,"Hong Kong, Hong Kong",Sweden,Married,NULL,NULL,1
"Wan Feng & family",1.2,China,"medical equipment",2378,52,"Shenzhen, China",China,NULL,NULL,NULL,1
"Wang Fuji",1.2,China,pharmaceutical,2378,NULL,"Zhangzhou, China",China,NULL,NULL,NULL,1
"Wang Shumin",1.2,China,manufacturing,2378,64,"Beijing, China",China,NULL,NULL,NULL,1
"Xiang Guangda",1.2,China,metals,2378,63,"Wenzhou, China",China,NULL,NULL,NULL,1
"Xiong Haitao",1.2,China,plastics/investment,2378,57,"Guangzhou, China",China,Married,NULL,NULL,1
"Xu Guifen & family",1.2,China,food,2378,70,"Nanchang, China",China,Married,NULL,NULL,1
"Yao Liangbo",1.2,China,"furniture retailing",2378,52,"Guangzhou, China",China,NULL,NULL,NULL,1
"Yi Xianzhong & family",1.2,China,pharmaceutical,2378,62,"Guangzhou, China",China,NULL,NULL,NULL,1
"Yu Xuefeng",1.2,Canada,pharmaceutical,2378,58,"Tianjin, China",Canada,NULL,NULL,NULL,1
"Zhang Chuanwei & family",1.2,China,machinery,2378,58,"Zhongshan, China",China,Married,NULL,NULL,1
"Zhang Xuanning",1.2,China,retail,2378,50,"Fuzhou, China",China,NULL,NULL,NULL,1
"Zhao Dongping",1.2,China,technology,2378,44,"Changsha, China",China,NULL,NULL,NULL,1
"Zheng Jianjiang & family",1.2,China,"electrical equipment",2378,60,"Ningbo, China",China,Married,NULL,NULL,1
"Zheng Xiaodong",1.2,China,manufacturing,2378,57,"Shanghai, China",China,NULL,NULL,NULL,1
"Zhou Wen & family",1.2,China,chemicals,2378,56,"Shanghai, China",China,Married,NULL,NULL,1
"Zhou Yifeng & family",1.2,China,"liquefied petroleum gas",2378,42,"Zhangjiagang, China",China,Married,NULL,NULL,1
"Bai Houshan",1.1,China,"lithium battery",2524,57,"Ningbo, China",China,NULL,NULL,NULL,1
"Cai Hongbin",1.1,China,pharmaceutical,2524,NULL,"Lianyungang, China",China,NULL,NULL,NULL,1
"Cao Jianwei",1.1,China,semiconductors,2524,42,"Shangyu, China",China,NULL,NULL,NULL,1
"Chen Yuantai",1.1,China,batteries,2524,53,"Ningde, China",China,NULL,NULL,NULL,1
"Cheng Antares",1.1,"Hong Kong",liquor,2524,63,"Hong Kong, Hong Kong","Hong Kong",NULL,NULL,NULL,1
"Ron Corio",1.1,"United States",solar,2524,59,"Albuquerque, New Mexico","United States",Divorced,2,NULL,1
"Trudy Shan Dai",1.1,China,e-commerce,2524,45,"Hangzhou, China",China,NULL,NULL,NULL,1
"Charles Dunstone",1.1,"United Kingdom","mobile phones",2524,57,"London, United Kingdom","United Kingdom",Married,NULL,NULL,1
"Feng Yuxia",1.1,China,pharmaceutical,2524,56,"Beijing, China",China,Married,NULL,NULL,1
"Paul Fireman",1.1,"United States",Reebok,2524,77,"Brookline, Massachusetts","United States",Married,3,NULL,1
"Richard Fortin",1.1,Canada,"convinience stores",2524,72,"Boucherville, Canada",Canada,NULL,NULL,NULL,1
"Donald Friese",1.1,"United States",manufacturing,2524,80,"Los Angeles, California","United States",Married,NULL,NULL,1
"Gao Xingjiang",1.1,China,steel,2524,57,"Huzhou, China",China,NULL,NULL,NULL,1
"Gaston Glock & family",1.1,Austria,guns,2524,92,"Velden am WÃ¶rther See, Austria",Austria,Married,3,NULL,1
"Guo Jianqiang",1.1,China,"Electrical appliances",2524,53,"Foshan, China",China,NULL,NULL,NULL,1
"Ho Kuang-chi",1.1,Taiwan,Restaurants,2524,58,"Beijing, China",Taiwan,Married,NULL,NULL,1
"Hu Rongda & family",1.1,China,chemicals,2524,62,"Jinhua, China",China,NULL,NULL,NULL,1
"Huang Qiaolong & family",1.1,China,tourism,2524,61,"Hangzhou, China",China,Married,NULL,NULL,1
"Hedda im Brahm-Droege",1.1,Germany,investments,2524,66,"Dusseldorf, Germany",Germany,Married,NULL,NULL,1
"Jiang Xuefei & family",1.1,China,"printed circuit boards",2524,51,"Shenzhen, China",China,Married,NULL,NULL,1
"Jin Lei & family",1.1,China,"medical equipment",2524,55,"Changchun, China",China,Married,NULL,NULL,1
"Eduard Kucera",1.1,Czechia,software,2524,68,"Prague, Czechia",Czechia,Married,2,NULL,1
"Lai Baosheng",1.1,China,"consumer technology",2524,NULL,"Shenzhen, China",China,NULL,NULL,NULL,1
"Lai Guogui & family",1.1,China,machinery,2524,57,"Hangzhou, China",China,Married,2,NULL,1
"Lam Lung On & family",1.1,China,"real estate",2524,56,"Xiamen, China",China,Married,NULL,NULL,1
"Michiel Le Roux",1.1,"South Africa",banking,2524,71,"Stellenbosch, South Africa","South Africa",Married,NULL,NULL,1
"Lim Hariyanto Wijaya Sarwono",1.1,Indonesia,"palm oil, nickel mining",2524,92,"Jakarta, Indonesia",Indonesia,Married,7,NULL,1
"Liu Shenghui",1.1,China,"infant formula",2524,NULL,"Tianjin, China",China,NULL,NULL,NULL,1
"Lou Boliang & family",1.1,"United States",pharmaceutical,2524,57,"Beijing, China","United States",Married,NULL,NULL,1
"Low Tuck Kwong",1.1,Indonesia,coal,2524,73,"Jakarta, Indonesia",Indonesia,Married,2,NULL,1
"Lv Yongxiang",1.1,China,"magnetic switches",2524,71,"Changchun, China",China,Married,NULL,NULL,1
"John Martin",1.1,"United States",pharmaceutical,2524,NULL,NULL,"United States",NULL,2,NULL,1
"Carsten Maschmeyer",1.1,Germany,"finance and investments",2524,61,"Munich, Germany",Germany,Married,2,NULL,1
"Bruce Mathieson",1.1,Australia,hotels,2524,77,"Gold Coast, Australia",Australia,Married,3,NULL,1
"Takanori Nakamura",1.1,Japan,"cloud software",2524,48,"Tokyo, Japan",Japan,NULL,NULL,NULL,1
"Ou Xueming",1.1,China,"real estate",2524,72,"Foshan, China",China,NULL,NULL,NULL,1
"Mats Paulsson & family",1.1,Sweden,construction,2524,77,"BÃ¥stad, Sweden",Sweden,Married,NULL,NULL,1
"Peng Hao",1.1,China,electronics,2524,53,"Shenzhen, China",China,NULL,NULL,NULL,1
"Ricardo Po, Sr. & family",1.1,Philippines,"canned food",2524,90,"Manila, Philippines",Philippines,Married,4,NULL,1
"Enrico Preziosi",1.1,Italy,toys,2524,73,"Cogliate, Italy",Italy,NULL,NULL,NULL,1
"Pu Shulin",1.1,China,"TV shows",2524,65,"Nanjing, China",China,NULL,NULL,NULL,1
"Qiu Lingyun",1.1,China,"consumer technology",2524,45,"Shenzhen, China",China,NULL,NULL,NULL,1
"Chanchai Ruayrungruang",1.1,China,"real estate",2524,67,"Beijing, China",China,NULL,NULL,NULL,1
"Shin Dong-guk",1.1,"South Korea",pharmaceutical,2524,71,"Seoul, South Korea","South Korea",Married,NULL,NULL,1
"Edgar Sia II",1.1,Philippines,"fast food",2524,44,"Manila, Philippines",Philippines,Married,2,NULL,1
"Sun Xishuang",1.1,China,"real estate",2524,67,"Beijing, China",China,NULL,NULL,NULL,1
"Tan Eng Kee",1.1,Malaysia,"factory equipment",2524,51,"Penang, Malaysia",Malaysia,Married,3,NULL,1
"Yoshikazu Tanaka",1.1,Japan,"social network",2524,44,"Tokyo, Japan",Japan,Single,NULL,NULL,1
"Hary Tanoesoedibjo",1.1,Indonesia,media,2524,55,"Jakarta, Indonesia",Indonesia,Married,5,NULL,1
"Sunil Vachani",1.1,India,electronics,2524,52,"Delhi, India",India,Married,2,NULL,1
"Jan Van Geet",1.1,Belgium,"real estate developer",2524,50,"Prague, Czechia",Belgium,NULL,NULL,NULL,1
"Wang Jianliang",1.1,China,"consumer technology",2524,45,"Shenzhen, China",China,NULL,NULL,NULL,1
"Wang Kunxiao",1.1,China,"oilfield equipment",2524,51,"Yantai, China",China,NULL,NULL,NULL,1
"Wen Pengcheng & family",1.1,China,agribusiness,2524,58,"Yunfu, China",China,Married,NULL,NULL,1
"Wong Hong King",1.1,China,"real estate",2524,59,"Shenzhen, China",China,NULL,NULL,NULL,1
"Wu Eddie Yongming",1.1,China,e-commerce,2524,46,"Hangzhou, China",China,NULL,NULL,NULL,1
"Wu Wei",1.1,China,education,2524,53,"Hefei, China",China,NULL,NULL,NULL,1
"Xiao Guoqing",1.1,China,education,2524,52,"Hefei, China",China,NULL,NULL,NULL,1
"Yu Faxiang",1.1,China,"tourism, cultural industry",2524,49,"Shaoxing, China",China,NULL,NULL,NULL,1
"Zeng Huansha",1.1,China,"real estate",2524,53,"Hong Kong, Hong Kong",China,Married,NULL,NULL,1
"Zhang Xuewu",1.1,China,snacks,2524,46,"Changsha, China",China,NULL,NULL,NULL,1
"Zhang Yuxiang & family",1.1,China,apparel,2524,56,"Shanghai, China",China,NULL,NULL,NULL,1
"Zhao Tongtong",1.1,Canada,Hotels,2524,54,"Hong Kong, Hong Kong",Canada,NULL,NULL,NULL,1
"Tony Zhao",1.1,China,software,2524,49,"Shanghai, China",China,NULL,NULL,NULL,1
"Zhong Peifeng",1.1,"United States",semiconductor,2524,58,"Beijing, China","United States",Married,NULL,NULL,1
"Zhou Ping & family",1.1,China,utilities,2524,58,"Shenzhen, China",China,NULL,NULL,NULL,1
"Zhou Yahui",1.1,China,"online games",2524,44,"Beijing, China",China,Divorced,NULL,NULL,1
"A. Jayson Adair",1,"United States","damaged cars",2674,51,"Dallas, Texas","United States",Married,2,NULL,1
"GT Dave",1,"United States",kombucha,2674,44,"Beverly Hills, California","United States",Engaged,NULL,NULL,1
"Mukand Lal Dua",1,India,footwear,2674,72,"Delhi, India",India,Married,3,NULL,1
"Ramesh Kumar Dua",1,India,footwear,2674,67,"Delhi, India",India,Married,3,NULL,1
"Gou Yiqun",1,China,restaurant,2674,48,"Beijing, China",China,NULL,NULL,NULL,1
"Hang Hong",1,China,machinery,2674,53,"Wuxi, China",China,Married,NULL,NULL,1
"David Helgason",1,Iceland,"game software",2674,43,"Copenhagen, Denmark",Iceland,NULL,NULL,NULL,1
"Hou Jianbin",1,China,education,2674,39,"Beijing, China",China,NULL,NULL,NULL,1
"Morris Kahn",1,Israel,software,2674,91,"Beit Yanay, Israel",Israel,Married,NULL,NULL,1
"T.S. Kalyanaraman",1,India,jewelry,2674,73,"Thrissur, India",India,Married,3,NULL,1
"Kim Kardashian West",1,"United States","cosmetics, reality TV",2674,40,"Hidden Hills, California","United States",Separated,4,NULL,1
"Li Yinan",1,China,Investments,2674,NULL,"Shenzhen, China",China,NULL,NULL,NULL,1
"Liu Qingfeng",1,China,software,2674,48,"Hefei, China",China,NULL,NULL,NULL,1
"Ma Hong",1,China,machinery,2674,53,"Dongguan, China",China,Married,NULL,NULL,1
"Mao Huihua",1,Canada,pharmaceutical,2674,59,"Tianjin, China",Canada,NULL,NULL,NULL,1
"Mofatraj Munot",1,India,"real estate",2674,76,"Mumbai, India",India,Widowed,3,NULL,1
"George Pedersen",1,"United States","defense contractor",2674,85,"McLean, Virginia","United States",Married,3,NULL,1
"Tyler Perry",1,"United States","movies, television",2674,51,"Atlanta, Georgia","United States","In Relationship",1,NULL,1
"Maria Pinheiro",1,Brazil,supermarkets,2674,NULL,"Balsas, Brazil",Brazil,Divorced,NULL,NULL,1
"Jorge Rodriguez Rodriguez",1,Peru,"processed milk",2674,75,"Lima, Peru",Peru,Married,2,NULL,1
"Hartley Rogers",1,"United States","asset management",2674,61,"Chicago, Illinois","United States",Married,3,NULL,1
"Alan Rydge",1,Australia,entertainment,2674,68,"Sydney, Australia",Australia,Married,NULL,NULL,1
"Axel Stawski",1,"United States","real estate",2674,70,"Sagaponack, New York","United States",Married,NULL,NULL,1
"Tong Judy Wenhong",1,China,e-commerce,2674,NULL,"Hangzhou, China",China,NULL,NULL,NULL,1
"Murat Vargi",1,Turkey,telecom,2674,73,"Istanbul, Turkey",Turkey,Married,2,NULL,1
"Vlad Vendrow & family",1,"United States",software,2674,53,"Reno, Nevada","United States",NULL,NULL,NULL,1
"Wang Qiangxiang",1,China,"artificial turf",2674,49,"Nanjing, China",China,NULL,NULL,NULL,1
"Wang Wenjian",1,China,"optical devices",2674,74,"Yuyao, China",China,NULL,NULL,NULL,1
"Xia Zhisheng & family",1,China,"home appliances",2674,79,"Haining, China",China,Married,NULL,NULL,1
"Xu Jin",1,China,wine,2674,56,"Huaibei city, China",China,NULL,NULL,NULL,1
"Mark Haoyong Yang",1,China,e-commerce,2674,46,"Beijing, China",China,NULL,NULL,NULL,1
"Yao Hsiao Tung",1,Singapore,Manufacturing,2674,81,"Singapore, Singapore",Singapore,Married,NULL,NULL,1
"Yu De-Chao",1,"United States",pharmaceutical,2674,57,"Suzhou, China","United States",NULL,NULL,NULL,1
"Daniel Yong Zhang",1,China,e-commerce,2674,49,"Hangzhou, China",China,NULL,NULL,NULL,1
"Zhang Yuqiang",1,China,Fiberglass,2674,65,"Tongxiang, China",China,NULL,NULL,NULL,1
"Zhao Meiguang",1,China,"gold mining",2674,58,"Jilin, China",China,NULL,NULL,NULL,1
"Zhong Naixiong",1,China,conglomerate,2674,58,"Foshan, China",China,NULL,NULL,NULL,1
"Zhou Wei family",1,China,software,2674,54,"Shanghai, China",China,Married,NULL,NULL,1
