Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Huang Qiaoling",2.9,China,"amusement parks",1064,62,"Hangzhou, China",China,Married,2,NULL,1
"Huang Zhenda & family",2.9,China,construction,1064,73,"Shantou, China",China,Married,NULL,NULL,1
"Bradley Jacobs",2.9,"United States",logistics,1064,64,"Greenwich, Connecticut","United States",Married,4,NULL,1
"Maritsa Lazari & family",2.9,"United Kingdom","real estate",1064,76,"London, United Kingdom","United Kingdom",Widowed,3,NULL,1
"Patrice Motsepe",2.9,"South Africa",mining,1064,59,"Johannesburg, South Africa","South Africa",Married,3,NULL,1
"Urs Wietlisbach",2.9,Switzerland,"private equity",1064,59,"Zug, Switzerland",Switzerland,NULL,NULL,NULL,1
"Xu Yingzhuo",2.9,China,agribusiness,1064,53,"Guangzhou, China",China,NULL,NULL,NULL,1
"Ye Fan & family",2.9,China,"auto dealerships",1064,50,"Dongguan, China",China,Married,NULL,NULL,1
"Bai Baokun",2.8,China,hardware,1111,NULL,"Dongguan, China",China,NULL,NULL,NULL,1
"David Baszucki",2.8,"United States","online games",1111,58,"San Francisco, California","United States",Married,NULL,NULL,1
"Chen Hua",2.8,China,"real estate",1111,55,"Shenzhen, China",China,Married,NULL,NULL,1
"Chen Huwen",2.8,China,stationery,1111,50,"Shanghai, China",China,NULL,NULL,NULL,1
"Chen Huxiong",2.8,China,stationery,1111,50,"Shanghai, China",China,NULL,NULL,NULL,1
"Chen Tianshi",2.8,China,semiconductors,1111,36,"Beijing, China",China,NULL,NULL,NULL,1
"Jean Coutu & family",2.8,Canada,drugstores,1111,93,"Montreal, Canada",Canada,Married,5,NULL,1
"Deng Weiming & family",2.8,China,materials,1111,52,"Changsha, China",China,Married,NULL,NULL,1
"John Henry",2.8,"United States",sports,1111,71,"Boca Raton, Florida","United States",Married,2,NULL,1
"Lv Jianming",2.8,"Hong Kong","medical equipment",1111,56,"Hangzhou, China","Hong Kong",NULL,NULL,NULL,1
"Hans Melchers",2.8,Netherlands,"chemicals, investments",1111,83,"Vorden, Netherlands",Netherlands,Married,2,NULL,1
"Nguyen Thi Phuong Thao",2.8,Vietnam,airlines,1111,50,"Ho Chi Minh City, Vietnam",Vietnam,Married,4,NULL,1
"Hilton Schlosberg",2.8,"United Kingdom","energy drinks",1111,68,"Irvine, California","United Kingdom",NULL,NULL,NULL,1
"Kenneth Tuchman",2.8,"United States",outsourcing,1111,61,"Denver, Colorado","United States",Married,2,NULL,1
"Masateru Uno & family",2.8,Japan,drugstores,1111,74,"Fukuoka, Japan",Japan,NULL,NULL,NULL,1
"Lars Wingefors",2.8,Sweden,"video games",1111,44,"Karlstad, Sweden",Sweden,Married,NULL,NULL,1
"Wong Kwong Yu & family",2.8,China,retail,1111,51,"Beijing, China",China,Married,2,NULL,1
"Xiong Wu",2.8,China,software,1111,45,"Shenzhen, China",China,NULL,NULL,NULL,1
"Xu Jinfu",2.8,China,chemicals,1111,57,"Guangzhou, China",China,NULL,NULL,NULL,1
"Xu Zhihan",2.8,China,electronics,1111,48,"Wuxi, China",China,NULL,NULL,NULL,1
"Zhong Ruonong & family",2.8,China,electronics,1111,58,"Zhuzhou, China",China,Married,NULL,NULL,1
"Luciano Hang",2.7,Brazil,"department stores",1174,58,"Brusque, Brazil",Brazil,Married,3,NULL,1
"Sergio Mantegazza",2.7,Switzerland,travel,1174,93,"Lugano, Switzerland",Switzerland,Married,2,NULL,1
"Nan Cunhui",2.7,China,"power equipment",1174,57,"Wenzhou, China",China,Married,NULL,NULL,1
"Ou Zongrong & family",2.7,China,"real estate",1174,57,"Shanghai, China",China,NULL,NULL,NULL,1
"Su Suyu & family",2.7,China,"utilities, real estate",1174,72,"Shantou, China",China,NULL,NULL,NULL,1
"Sun Shoukuan",2.7,China,"metals, coal",1174,71,"Yingkou, China",China,Married,2,NULL,1
"Tao Yuequn",2.7,China,"Contact Lens",1174,61,"Hefei, China",China,NULL,NULL,NULL,1
"Tong Jinquan",2.7,China,"real estate",1174,66,"Shanghai, China",China,Married,2,NULL,1
"Yitzhak Tshuva",2.7,Israel,"real estate",1174,72,"Netanya, Israel",Israel,Married,5,NULL,1
"Zhang Wanzhen",2.7,China,"electronics components",1174,71,"Chaozhou, China",China,NULL,NULL,NULL,1
"Rajendra Agarwal",2.6,India,pharmaceutical,1205,NULL,"Mumbai, India",India,NULL,NULL,NULL,1
"John Armitage",2.6,Ireland,"hedge funds",1205,61,"London, United Kingdom",Ireland,NULL,NULL,NULL,1
"Banwari Lal Bawri",2.6,India,pharmaceutical,1205,68,"Mumbai, India",India,Married,2,NULL,1
"Girdhari Lal Bawri",2.6,India,pharmaceutical,1205,73,"Mumbai, India",India,Married,3,NULL,1
"Choo Chong Ngen",2.6,Singapore,hotels,1205,68,"Singapore, Singapore",Singapore,Married,4,NULL,1
"Stein Erik Hagen",2.6,Norway,"consumer goods",1205,64,"Oslo, Norway",Norway,Married,4,NULL,1
"Hal Jackman",2.6,Canada,"insurance, investments",1205,88,"Toronto, Canada",Canada,Married,5,NULL,1
"Lai Shixian",2.6,China,"sports apparel",1205,46,"Quanzhou, China",China,Married,NULL,NULL,1
"Stephen Lansdown",2.6,Guernsey,"financial services",1205,68,"St. Peter Port, Guernsey",Guernsey,Married,2,NULL,1
"Ren Jianhua",2.6,China,"kitchen appliances",1205,64,"Hangzhou, China",China,Married,NULL,NULL,1
"Pieter van der Does",2.6,Netherlands,"payments software",1205,52,"Amsterdam, Netherlands",Netherlands,Married,NULL,NULL,1
"Yang Yuanxi",2.6,China,"video streaming app",1205,NULL,"Beijing, China",China,NULL,NULL,NULL,1
"Yu Qibing & family",2.6,China,glass,1205,55,"Ningbo, China",China,NULL,NULL,NULL,1
"Zhaojiang Zhu",2.6,China,Smartphones,1205,47,"Shenzhen, China",China,NULL,NULL,NULL,1
"Byju Raveendran and Divya Gokulnath",2.5,India,"education technology",1249,39,"Bangalore, India",India,Married,2,NULL,1
"Chang Jing",2.5,China,technology,1249,38,"Beijing, China",China,NULL,NULL,NULL,1
"Hu Kun",2.5,China,"medical equipment",1249,51,"Qinhuangdao, China",China,NULL,NULL,NULL,1
"Mark & Robyn Jones",2.5,"United States",insurance,1249,NULL,"Westlake, Texas","United States",Married,6,NULL,1
"Hans Langer",2.5,Germany,"3D printing",1249,69,Germany,Germany,Married,2,NULL,1
"Liang Feng",2.5,China,manufacturing,1249,52,"Shanghai, China",China,Married,NULL,NULL,1
"Lin Ming-hsiung",2.5,Taiwan,supermarkets,1249,71,"Taipei, Taiwan",Taiwan,Married,2,NULL,1
"Jos̩ Neves",2.5,Portugal,"luxury fashion",1249,46,"London, United Kingdom",Portugal,NULL,NULL,NULL,1
"Ravi Pillai",2.5,India,construction,1249,67,"Dubai, United Arab Emirates",India,Married,2,NULL,1
"Matthias Reinhart",2.5,Switzerland,finance,1249,61,"Zurich, Switzerland",Switzerland,NULL,NULL,NULL,1
"Ruan Shuilong & family",2.5,China,chemicals,1249,85,"Shangyu, China",China,NULL,NULL,NULL,1
"Sun Mengquan & family",2.5,China,"edible oil",1249,71,"Yantai, China",China,NULL,NULL,NULL,1
"Daniel Sundheim",2.5,"United States","hedge funds",1249,44,"New York, New York","United States",Married,NULL,NULL,1
"Torsten Toeller",2.5,Germany,"pet food",1249,55,"Krefeld, Germany",Germany,Married,NULL,NULL,1
"Peter Unger",2.5,Germany,"auto repair",1249,76,"Neustadt an der Waldnaab, Germany",Germany,Married,2,NULL,1
"Wang Wenmo",2.5,China,"sports apparel",1249,64,"Quanzhou, China",China,NULL,NULL,NULL,1
"Xu Shaochun",2.5,China,software,1249,58,"Shenzhen, China",China,NULL,NULL,NULL,1
"Eddie & Sol Zakay",2.5,"United Kingdom","real estate",1249,NULL,"Monaco, Monaco","United Kingdom",Married,NULL,NULL,1
"Michael Ashley",2.4,"United Kingdom","sports retailing",1299,56,"Hertfordshire, United Kingdom","United Kingdom",Divorced,NULL,NULL,1
"Chen Xiao Ying",2.4,China,"health information",1299,58,"Hong Kong, Hong Kong",China,NULL,NULL,NULL,1
"Chen Xueli",2.4,China,pharmaceutical,1299,69,"Weihai, China",China,NULL,NULL,NULL,1
"Todd Christopher",2.4,"United States","hair care products",1299,58,"Clearwater, Florida","United States",Married,NULL,NULL,1
"Mark Coombs",2.4,"United Kingdom",finance,1299,60,"London, United Kingdom","United Kingdom",NULL,NULL,NULL,1
"Luigi Cremonini & family",2.4,Italy,"meat processing",1299,82,"Modena, Italy",Italy,Married,4,NULL,1
"Eduardo de Pontes",2.4,Brazil,"payments processing",1299,41,"Rio de Janeiro, Brazil",Brazil,Married,NULL,NULL,1
"Fu Mingkang & family",2.4,China,manufacturing,1299,58,"Ningbo, China",China,Married,NULL,NULL,1
"Philip & Cristina Green",2.4,"United Kingdom","fashion retail",1299,69,"London, United Kingdom","United Kingdom",Married,2,NULL,1
"Luo Yangyong & family",2.4,China,mining,1299,45,"Panzhihua, China",China,Married,NULL,NULL,1
"Erwin Franz Mueller",2.4,Germany,drugstores,1299,88,"Ulm, Germany",Germany,Married,1,NULL,1
"Antonio Luiz Seabra",2.4,Brazil,cosmetics,1299,78,"London, United Kingdom",Brazil,Married,4,NULL,1
"Shen Wenrong",2.4,China,"steel production",1299,75,"Zhangjiagang, China",China,Married,2,NULL,1
"Tony Tan Caktiong & family",2.4,Philippines,food,1299,68,"Manila, Philippines",Philippines,Married,3,NULL,1
"Tang Jinkui & family",2.4,China,"textiles, petrochemicals",1299,65,"Suzhou, China",China,Married,NULL,NULL,1
"Yang Jianliang & family",2.4,China,machinery,1299,51,"Wuxi, China",China,Married,NULL,NULL,1
"Michael Ying",2.4,"Hong Kong",retail,1299,71,"Hong Kong, Hong Kong","Hong Kong",Married,3,NULL,1
"Zhang Ning & family",2.4,Canada,chemicals,1299,47,"Shanghai, China",Canada,NULL,NULL,NULL,1
"Zhao Hongfei",2.4,China,software,1299,46,"Beijing, China",China,NULL,NULL,NULL,1
"Bill and Jean Adderley & family",2.3,"United Kingdom","home furnishings",1362,73,"Leicester, United Kingdom","United Kingdom",Married,2,NULL,1
"Sezai Bacaksiz",2.3,Turkey,diversified,1362,71,"Ankara, Turkey",Turkey,Married,2,NULL,1
"Suhail Bahwan",2.3,Oman,diversified,1362,82,"Muscat, Oman",Oman,Married,15,NULL,1
"Bang Jun-hyuk",2.3,"South Korea","online gaming",1362,52,"Seoul, South Korea","South Korea",Married,3,NULL,1
"Bang Shi-hyuk",2.3,"South Korea",entertainment,1362,48,"Seoul, South Korea","South Korea",Single,NULL,NULL,1
"Cao Longxiang & family",2.3,China,pharmaceutical,1362,63,"Taixing, China",China,Married,NULL,NULL,1
"Vanich Chaiyawan",2.3,Thailand,"insurance, beverages",1362,89,"Bangkok, Thailand",Thailand,Married,8,NULL,1
"Deng Yingzhong",2.3,China,paper,1362,70,"Zhongshan, China",China,NULL,NULL,NULL,1
"Bob Ell",2.3,Australia,"real estate",1362,76,"Surfers Paradise, Australia",Australia,Married,5,NULL,1
"Sandeep Engineer",2.3,India,"plastic pipes",1362,59,"Ahmedabad, India",India,Married,2,NULL,1
"Lindsay Fox",2.3,Australia,"logistics, real estate",1362,84,"Melbourne, Australia",Australia,Married,5,NULL,1
"Guan Yihong",2.3,China,restaurant,1362,NULL,"Guangzhou, China",China,Married,NULL,NULL,1
"Stewart Horejsi & family",2.3,"United States",finance,1362,83,"Phoenix, Arizona","United States",Divorced,2,NULL,1
"Hua Xuande & family",2.3,China,pharmaceutical,1362,77,"Taizhou, China",China,Married,NULL,NULL,1
"David Jiang",2.3,China,e-cigarettes,1362,42,"Beijing, China",China,NULL,NULL,NULL,1
"Boris Jordan",2.3,"United States",cannabis,1362,54,"New York, New York","United States",Married,5,NULL,1
"David Xueling Li",2.3,China,"live streaming service",1362,48,"Guangzhou, China",China,NULL,NULL,NULL,1
"Li Xuhui",2.3,China,"soy sauce",1362,52,"Foshan, China",China,NULL,NULL,NULL,1
"Liu Ming Chung",2.3,Brazil,paper,1362,58,"Hong Kong, Hong Kong",Brazil,Married,NULL,NULL,1
"Eugene Murtagh",2.3,Ireland,"building materials",1362,78,"Kingscourt, Ireland",Ireland,Widowed,5,NULL,1
"Nihat Ozdemir",2.3,Turkey,diversified,1362,71,"Ankara, Turkey",Turkey,Widowed,2,NULL,1
"Karl Scheufele, III. & family",2.3,Switzerland,jewelry,1362,82,"Geneva, Switzerland",Switzerland,Married,2,NULL,1
"Sze Man Bok",2.3,China,"hygiene products",1362,71,"Jinjiang, China",China,Married,1,NULL,1
"Katsumi Tada",2.3,Japan,"real estate",1362,75,"Tokyo, Japan",Japan,Married,3,NULL,1
"Wei Ying-Chiao",2.3,Taiwan,"food, beverages",1362,66,"Taipei, Taiwan",Taiwan,Married,5,NULL,1
"Xu Chuanhua & family",2.3,China,"chemicals, logistics",1362,86,"Hangzhou, China",China,Married,2,NULL,1
"Yang Weidong & family",2.3,China,chemicals,1362,52,"Jiaxing, China",China,Married,NULL,NULL,1
"Zhang Xuezheng",2.3,China,telecom,1362,45,"Jiaxing, China",China,NULL,NULL,NULL,1
"Zhang Yin",2.3,China,"paper manufacturing",1362,64,"Dongguan, China",China,Married,2,NULL,1
"Acharya Balkrishna",2.2,India,"consumer goods",1444,48,"Haridwar, India",India,Single,NULL,NULL,1
"Nikolai Buinov",2.2,Russia,"oil, gas",1444,53,"Irkutsk, Russia",Russia,Married,2,NULL,1
"Dermot Desmond",2.2,Ireland,finance,1444,70,"Dublin, Ireland",Ireland,Married,4,NULL,1
"Gu Wei",2.2,China,"consumer electronics",1444,56,"Shenzhen, China",China,Married,2,NULL,1
"Guo Jiangang",2.2,China,"household appliances",1444,54,"Foshan, China",China,NULL,NULL,NULL,1
"Gerry Harvey",2.2,Australia,retail,1444,81,"Sydney, Australia",Australia,Married,4,NULL,1
"Hui Lin Chit",2.2,China,"hygiene products",1444,67,"Jinjiang, China",China,Married,3,NULL,1
"Miguel Krigsner",2.2,Brazil,cosmetics,1444,71,"Sao Jose dos Pinhais, Brazil",Brazil,Married,2,NULL,1
"Li Guoqing",2.2,China,"Petro Fibre",1444,51,"Hangzhou, China",China,NULL,NULL,NULL,1
"Li Shuirong",2.2,China,petrochemicals,1444,64,"Hangzhou, China",China,Married,1,NULL,1
"Li Yongqing",2.2,China,"Petro Firbe",1444,56,"Hangzhou, China",China,NULL,NULL,NULL,1
"Lin Fanlian",2.2,China,"energy, real estate",1444,59,"Linyi, China",China,NULL,NULL,NULL,1
"David McMurtry",2.2,"United Kingdom",manufacturing,1444,81,"Wotton-under-Edge, United Kingdom","United Kingdom",Married,3,NULL,1
"Mi Enhua",2.2,China,retail,1444,63,"Urumqi, China",China,Married,NULL,NULL,1
"Catherine Phillips",2.2,Canada,investments,1444,NULL,"Toronto, Canada",Canada,Married,NULL,NULL,1
"Qian Ying",2.2,China,"pig breeding",1444,55,"Nanyang, China",China,Married,NULL,NULL,1
"Peter Spuhler",2.2,Switzerland,"train cars",1444,61,"Weiningen, Switzerland",Switzerland,Married,2,NULL,1
"Tang Yiu",2.2,"Hong Kong","fashion retail",1444,87,"Hong Kong, Hong Kong","Hong Kong",Married,2,NULL,1
"Tran Dinh Long",2.2,Vietnam,steel,1444,60,"Hanoi, Vietnam",Vietnam,Married,NULL,NULL,1
"Xu Yuejuan",2.2,China,"Petro Fibre",1444,59,"Hangzhou, China",China,Married,NULL,NULL,1
"Shintaro Yamada",2.2,Japan,"mobile apps",1444,43,"Tokyo, Japan",Japan,NULL,NULL,NULL,1
"Yang Jian",2.2,China,"real estate",1444,49,"Wenzhou, China",China,Married,NULL,NULL,1
"Gavril Yushvaev",2.2,Russia,"precious metals, real estate",1444,63,"Moscow, Russia",Russia,Married,7,NULL,1
"Zhang Jingzhang & family",2.2,China,"precision machinery",1444,85,"Ningbo, China",China,NULL,NULL,NULL,1
"Michael Ashcroft",2.1,"United Kingdom",security,1517,75,"Turks and Caicos Islands, Turks and Caicos Islands","United Kingdom",NULL,NULL,NULL,1
"George Bishop",2.1,"United States","oil & gas",1517,83,"The Woodlands, Texas","United States",Married,NULL,NULL,1
"Julio Bozano",2.1,Brazil,banking,1517,85,"Rio de Janeiro, Brazil",Brazil,Married,1,NULL,1
"Herb Chambers",2.1,"United States","car dealerships",1517,79,"Boston, Massachusetts","United States",Single,NULL,NULL,1
"Jacques D'Amours",2.1,Canada,retail,1517,64,"Montreal, Canada",Canada,Married,2,NULL,1
"Diao Zhizhong",2.1,China,software,1517,57,"Beijing, China",China,NULL,NULL,NULL,1
"Michael Federmann & family",2.1,Israel,"defense, hotels",1517,77,"Tel Aviv, Israel",Israel,Married,3,NULL,1
"Bernard Fraisse",2.1,France,pharmaceutical,1517,64,"Paris, France",France,NULL,NULL,NULL,1
"Philippe Ginestet & family",2.1,France,"retail stores",1517,67,"Pujols, France",France,NULL,NULL,NULL,1
"Lutz Mario Helmig",2.1,Germany,hospitals,1517,74,"Grebenhain, Germany",Germany,Married,2,NULL,1
"Arthur Xiaobo Hong",2.1,China,e-commerce,1517,49,"Guangzhou, China",China,NULL,NULL,NULL,1
"Huang Shih Tsai",2.1,"Hong Kong","real estate",1517,69,"Shenzhen, China","Hong Kong",Married,2,NULL,1
"Jiang Yehua & family",2.1,China,"real estate",1517,58,"Chongqing, China",China,NULL,NULL,NULL,1
"Keeree Kanjanapas",2.1,Thailand,transportation,1517,70,"Bangkok, Thailand",Thailand,Married,2,NULL,1
"Mustafa Kucuk",2.1,Turkey,"fashion retail",1517,57,"Istanbul, Turkey",Turkey,Married,3,NULL,1
"Li Wanqiang",2.1,China,smartphones,1517,43,"Beijing, China",China,NULL,NULL,NULL,1
