Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Christian Herz",1.4,Germany,coffee,2141,NULL,NULL,Germany,NULL,NULL,NULL,0
"Michaela Herz",1.4,Germany,coffee,2141,NULL,NULL,Germany,NULL,NULL,NULL,0
"Daniel Hirschfeld",1.4,"United States","fashion retail",2141,79,"Kearney, Nebraska","United States",Married,3,NULL,0
"Johan Johannson",1.4,Norway,"grocery stores",2141,54,"Oslo, Norway",Norway,Married,3,NULL,0
"Christine Knauf",1.4,Germany,"building materials",2141,NULL,NULL,Germany,NULL,NULL,NULL,0
"Karl Knauf",1.4,Germany,"building materials",2141,NULL,NULL,Germany,NULL,NULL,NULL,0
"Nirmal Minda",1.4,India,"auto parts",2141,63,"Gurgaon, India",India,Married,2,NULL,0
"Robert Mouawad",1.4,Lebanon,"fine jewelry",2141,76,"Manama, Bahrain",Lebanon,Married,3,NULL,0
"Judith Neilson",1.4,Australia,investments,2141,75,"Sydney, Australia",Australia,Divorced,2,NULL,0
"Andreas Pohl",1.4,Germany,"mutual funds",2141,56,"Marburg, Germany",Germany,Married,3,NULL,0
"Reinfried Pohl, Jr.",1.4,Germany,"mutual funds",2141,61,"Marburg, Germany",Germany,Married,5,NULL,0
"Jonathan Tisch",1.4,"United States","insurance, NFL team",2141,67,"New York, New York","United States",Married,2,NULL,0
"Gisele Trajano",1.4,Brazil,retail,2141,NULL,NULL,Brazil,Single,NULL,NULL,0
"Sunny Varkey",1.4,India,education,2141,64,"Dubai, United Arab Emirates",India,Married,2,NULL,0
"Drorit Wertheim",1.4,Israel,"Coca Cola Israel",2141,65,"Bnei Atarot, Israel",Israel,Divorced,2,NULL,0
"Clayton Zekelman",1.4,Canada,steel,2141,52,"Windsor, Canada",Canada,NULL,NULL,NULL,0
"Zhuo Jun",1.4,"Hong Kong","printed circuit boards",2141,55,"Hong Kong, Hong Kong","Hong Kong",Widowed,NULL,NULL,0
"Inigo Zobel",1.4,Philippines,Diversified,2141,64,"Makati, Philippines",Philippines,NULL,NULL,NULL,0
"Hamad bin Jassim bin Jaber Al Thani",1.3,Qatar,investments,2263,61,"Doha, Qatar",Qatar,Married,NULL,NULL,0
"Ludwig Theodor Braun",1.3,Germany,"medical technology",2263,31,"Melsungen, Germany",Germany,NULL,NULL,NULL,0
"Ana Maria Brescia Cafferata",1.3,Peru,"mining, banking",2263,97,"Lima, Peru",Peru,Single,NULL,NULL,0
"Vivien Chen",1.3,"Hong Kong","real estate",2263,62,"Hong Kong, Hong Kong","Hong Kong",NULL,3,NULL,0
"Andr̩ Kasprzak",1.3,Denmark,shoes,2263,34,Denmark,Denmark,NULL,NULL,NULL,0
"Anna Kasprzak",1.3,Denmark,shoes,2263,31,"Haderslev, Denmark",Denmark,"In Relationship",1,NULL,0
"Brandt Louie",1.3,Canada,drugstores,2263,77,"Vancouver, Canada",Canada,Married,2,NULL,0
"Ulrike Meister",1.3,Germany,appliances,2263,54,"Landsberg, Germany",Germany,NULL,NULL,NULL,0
"Yoshiko Mori",1.3,Japan,"real estate",2263,80,"Tokyo, Japan",Japan,Widowed,2,NULL,0
"George Thomas Muthoot",1.3,India,"financial services",2263,70,"Kottayam, India",India,Married,2,NULL,0
"Ranjan Pai",1.3,India,education,2263,48,"Bangalore, India",India,Married,2,NULL,0
"Lily Safra",1.3,Monaco,banking,2263,83,"Geneva, Switzerland",Monaco,Widowed,2,NULL,0
"Penny Sanford",1.3,"United States","real estate brokerage",2263,55,"Bellingham, Washington","United States",NULL,NULL,NULL,0
"Dirk Stroeer",1.3,Germany,advertising,2263,52,"Cologne, Germany",Germany,NULL,NULL,NULL,0
"Satoshi Suzuki",1.3,Japan,cosmetics,2263,67,"Tokyo, Japan",Japan,Married,NULL,NULL,0
"Chey Ki-won",1.2,"South Korea","computer services, telecom",2378,56,"Seoul, South Korea","South Korea",Divorced,NULL,NULL,0
"Diego Della Valle",1.2,Italy,shoes,2378,67,"Sant'' Elpidio A Mare, Italy",Italy,Married,2,NULL,0
"Mathias Doepfner",1.2,Germany,Media,2378,58,NULL,Germany,NULL,NULL,NULL,0
"Benedicte Find",1.2,Denmark,"medical devices",2378,NULL,"Copenhagen, Denmark",Denmark,NULL,NULL,NULL,0
"Jonas Kamprad",1.2,Sweden,"home furnishings",2378,55,"London, United Kingdom",Sweden,Married,2,NULL,0
"Mathias Kamprad",1.2,Sweden,"home furnishings",2378,51,"London, United Kingdom",Sweden,Divorced,2,NULL,0
"Peter Kamprad",1.2,Sweden,"home furnishings",2378,57,"Tervuren, Belgium",Sweden,Married,2,NULL,0
"Kazutoshi Kobayashi",1.2,Japan,cosmetics,2378,58,"Tokyo, Japan",Japan,NULL,NULL,NULL,0
"Masanori Kobayashi",1.2,Japan,cosmetics,2378,48,"Tokyo, Japan",Japan,NULL,NULL,NULL,0
"Takao Kobayashi",1.2,Japan,cosmetics,2378,56,"Tokyo, Japan",Japan,NULL,NULL,NULL,0
"Kwek Leng Peck",1.2,Singapore,diversified,2378,65,"Singapore, Singapore",Singapore,Married,NULL,NULL,0
"Liora Ofer",1.2,Israel,investments,2378,67,"Tel Aviv, Israel",Israel,Separated,2,NULL,0
"Murdaya Poo",1.2,Indonesia,diversified,2378,80,"Jakarta, Indonesia",Indonesia,Married,4,NULL,0
"Duke Reyes",1.2,"United States","beer distribution",2378,64,"Palm Beach, Florida","United States",Married,NULL,NULL,0
"Kavita Singhania",1.2,India,cement,2378,59,"Chennai, India",India,Widowed,NULL,NULL,0
"Laurie Tisch",1.2,"United States","insurance, NFL team",2378,70,"New York, New York","United States",Divorced,2,NULL,0
"Steven Tisch",1.2,"United States",insurance,2378,72,"Beverly Hills, California","United States",NULL,5,NULL,0
"Danna Azrieli",1.1,Israel,"Real estate",2524,53,"Herzliya, Israel",Israel,NULL,NULL,NULL,0
"Naomi Azrieli",1.1,Canada,"Real estate",2524,55,"Toronto, Canada",Canada,NULL,NULL,NULL,0
"Sharon Azrieli",1.1,Canada,"Real estate",2524,60,"Montreal, Canada",Canada,NULL,NULL,NULL,0
"Thomas Bruch",1.1,Germany,retail,2524,71,"St. Wendel, Germany",Germany,Married,3,NULL,0
"Antonio Gallardo Ballart",1.1,Spain,pharmaceutical,2524,85,"Barcelona, Spain",Spain,Married,3,NULL,0
"Jorge Gallardo Ballart",1.1,Spain,pharmaceutical,2524,79,"Barcelona, Spain",Spain,Married,3,NULL,0
"Rahul Gautam",1.1,India,mattresses,2524,68,"Delhi, India",India,Married,1,NULL,0
"Simona Giorgetta",1.1,Italy,"chemical products",2524,44,"Milan, Italy",Italy,NULL,NULL,NULL,0
"Polys Haji-Ioannou",1.1,Cyprus,EasyJet,2524,61,"Monaco, Monaco",Cyprus,Married,2,NULL,0
"Fahed Hariri",1.1,Lebanon,"construction, investments",2524,40,"London, United Kingdom",Lebanon,Married,3,NULL,0
"Hiroshi Ishibashi",1.1,Japan,tires,2524,74,"Tokyo, Japan",Japan,Married,3,NULL,0
"Alexander Knauf",1.1,Germany,"building materials",2524,46,NULL,Germany,NULL,NULL,NULL,0
"Martin Knauf",1.1,Germany,"building materials",2524,NULL,"Berlin, Germany",Germany,NULL,NULL,NULL,0
"Robert Knauf",1.1,Germany,"building materials",2524,NULL,"Meerbusch, Germany",Germany,NULL,NULL,NULL,0
"Norma Lerner",1.1,"United States",banking,2524,85,"Cleveland, Ohio","United States",Widowed,2,NULL,0
"Lu Weiding",1.1,China,diversified,2524,50,"Hangzhou, China",China,NULL,NULL,NULL,0
"Cargill MacMillan, III.",1.1,"United States",food,2524,61,"Boulder, Colorado","United States",NULL,2,NULL,0
"John MacMillan",1.1,"United States",food,2524,71,"Plymouth, Minnesota","United States",NULL,4,NULL,0
"Martha MacMillan",1.1,"United States",food,2524,69,"Orono, Minnesota","United States",Divorced,5,NULL,0
"William MacMillan",1.1,"United States",food,2524,66,"Englewood, Colorado","United States",NULL,NULL,NULL,0
"John McConnell & family",1.1,"United States",steel,2524,67,"Delaware, Ohio","United States",Married,3,NULL,0
"Madeleine Olsson Ericksson",1.1,Sweden,diversified,2524,76,"Gothenburg, Sweden",Sweden,Married,NULL,NULL,0
"Vera Rechulski Santo Domingo",1.1,Brazil,beer,2524,72,Bermuda,Brazil,Widowed,2,NULL,0
"Tan Yu Wei",1.1,Malaysia,retail,2524,48,"Selangor, Malaysia",Malaysia,NULL,NULL,NULL,0
"Tseng Sing-ai",1.1,Taiwan,petrochemicals,2524,NULL,Taiwan,Taiwan,NULL,NULL,NULL,0
"Wang Han",1.1,China,airline,2524,33,"Shanghai, China",China,NULL,NULL,NULL,0
"Anne Werninghaus",1.1,Brazil,"industrial machinery",2524,35,"Joinville, Brazil",Brazil,Married,2,NULL,0
"Wong Hei & family",1.1,China,conglomerate,2524,59,"Xiamen, China",China,NULL,NULL,NULL,0
"Ina Chan",1,"Hong Kong",casinos,2674,67,"Hong Kong, Hong Kong","Hong Kong",Widowed,3,NULL,0
"Carmen Daurella Aguilera",1,Spain,"Coca-Cola bottler",2674,NULL,"Barcelona, Spain",Spain,Separated,NULL,NULL,0
"Horst-Otto Gerberding",1,Germany,"flavors and fragrances",2674,68,"Holzminden, Germany",Germany,Married,3,NULL,0
"Clelia Haji-Ioannou",1,Cyprus,EasyJet,2674,50,"Monte Carlo, Monaco",Cyprus,Divorced,2,NULL,0
"Kenneth Lo",1,"United Kingdom",textiles,2674,82,"Hong Kong, Hong Kong","United Kingdom",Married,4,NULL,0
"Rafique Malik",1,India,footwear,2674,70,"Mumbai, India",India,Married,5,NULL,0
"David Penaloza Alanis",1,Mexico,"toll roads",2674,47,"Mexico City, Mexico",Mexico,NULL,NULL,NULL,0
"Marco Squinzi",1,Italy,"chemical products",2674,49,"Milan, Italy",Italy,NULL,NULL,NULL,0
